Rate [%],Mask
17.067591637761318,-genome-
8.549732820849348,-lin--ker[t]--genome--illumina--genome-
8.199118777538201,-genome--[a]rek--nil--illumina--genome-
8.184119246273553,-genome--[a]rek--nil[t]--genome--illumina--genome-
7.921627449142214,-genome--[a]lin--ker[t]--genome--illumina--genome-
5.2479610012187115,-genome--[a]lin--ker[t]--genome-
4.9629699071904,-genome--[a]rek--nil[t]--genome-
4.137995687634762,-lin--ker[t]--genome-
3.577388206618543,-genome--illumina--genome-
1.6068247867254148,-genome--[a]rek--genome-
1.2562107434142682,-genome--nil[t]--genome--illumina--genome-
1.2243367394768914,-genome--nil--illumina--genome-
1.1212149620324365,-genome--[a]rek--nil--genome-
1.0743414268304115,-genome--[a]lin--genome--illumina--genome-
1.0555920127496015,-lin--genome--illumina--genome-
1.0462173057091966,-genome--[a]lin--genome-
1.0143433017718195,-genome--nil[t]--genome-
0.9805943564263616,-genome--ker[t]--genome-
0.9149714071435268,-genome--ker[t]--genome--illumina--genome-
0.9112215243273647,--[8]--ker[t]--genome--illumina--genome-
0.8305990437798818,-genome--[a]rek--genome--illumina--genome-
0.8193493953313958,-genome--[a]rek--[8]--illumina--genome-
0.7481016218243179,-lin--genome-
0.6524796100121871,-genome--nil--genome-
0.5456079497515702,--[8]--ker[t]--genome-
0.5268585356707602,--[7]--ker[t]--genome--illumina--genome-
0.5081091215899503,--[9]--ker[t]--genome-
0.47811005906065435,-genome--[a]rek--[7]--illumina--genome-
0.4443611137151964,--[9]--ker[t]--genome--illumina--genome-
0.44061123089903437,-genome--[a]rek--[9]--illumina--genome-
0.3112402737414456,-genome--[a]lin--ker--illumina--genome-
0.27561638698790664,-rek--nil[t]--genome--illumina--genome-
0.26249179713133963,--[7]--ker[t]--genome-
0.25686697290709665,--[5]--ker[t]--genome--illumina--genome-
0.24186744164244867,-genome--[a]rek--[5]--illumina--genome-
0.2156182619293147,-genome--[a]rek--[6]--illumina--genome-
0.17811943376769476,--[6]--ker[t]--genome--illumina--genome-
0.16686978531920876,--[4]--ker[t]--genome--illumina--genome-
0.16499484391112776,-genome--[a]rek--[4]--illumina--genome-
0.1556201368707228,--[5]--ker[t]--genome-
0.1537451954626418,-genome--[a]rek--nil--genome--illumina--genome-
0.15187025405456078,-rek--nil[t]--genome-
0.1424955470141558,-genome--rek--genome-
0.1368707227899128,-genome--[a]rek--nil[t]--genome--illumina--[5]--
0.12374613293334583,-genome--[a]lin--[8]--illumina--genome-
0.11999625011718383,-genome--rek--nil--illumina--genome-
0.11249648448485984,--[8]--nil[t]--genome--illumina--genome-
0.11062154307677885,-lin--ker[t]--genome--[a]lin--ker[t]--genome--illumina--genome-
0.10687166026061685,-genome--[a]rek--nil[t]--genome--illumina--[2]--
0.10124683603637386,--[4]--ker[t]--genome-
0.10124683603637386,-lin--ker[t]--genome--[a]rek--nil[t]--genome--illumina--genome-
0.09937189462829286,-genome--ker--genome-
0.09374707040404986,-genome--[a]lin--ker--genome-
0.09187212899596887,-genome--[a]rek--[5]--
0.09187212899596887,-genome--[a]lin--ker[t]--genome--illumina--[5]--
0.08812224617980688,-lin--ker--genome--illumina--genome-
0.08812224617980688,-genome--[a]rek--nil[t]--genome--[a]rek--nil--illumina--genome-
0.08624730477172587,-genome--[a]lin--ker[t]--genome--illumina--[2]--
0.08624730477172587,-genome--[a]rek--[7]--
0.08062248054748289,-genome--[a]lin--ker[t]--genome--[a]rek--nil--illumina--genome-
0.08062248054748289,-lin--ker[t]--genome--[a]lin--ker[t]--genome-
0.07874753913940188,-genome--lin--ker[t]--genome--illumina--genome-
0.07499765632323989,--[2]--ker[t]--genome--illumina--genome-
0.07499765632323989,-genome--lin--ker[t]--genome-
0.0731227149151589,-genome--[a]rek--nil[t]--genome--illumina--[4]--
0.0731227149151589,--[6]--ker[t]--genome-
0.0731227149151589,-lin--ker[t]--genome--[a]rek--nil[t]--genome-
0.0712477735070779,-genome--lin--genome-
0.0712477735070779,-genome--[a]rek--nil[t]--genome--illumina--[8]--
0.0693728320989969,-genome--[a]rek--nil[t]--genome--illumina--[10]--
0.0693728320989969,-genome--[a]rek--nil[t]--genome--illumina--[7]--
0.0693728320989969,-genome--[a]rek--nil--illumina--[5]--
0.06562294928283491,-lin--ker[t]--genome--illumina--[2]--
0.06562294928283491,-genome--rek--nil[t]--genome--illumina--genome-
0.06187306646667291,-genome--[a]rek--[2]--illumina--genome-
0.06187306646667291,-genome--rek--nil[t]--genome-
0.06187306646667291,-genome--[a]rek--nil--[4]--
0.05812318365051092,-genome--[a]rek--nil[t]--genome--illumina--[1]--
0.05812318365051092,-lin--ker--genome-
0.05812318365051092,-genome--[a]lin--ker[t]--genome--illumina--[9]--
0.05812318365051092,-genome--[a]rek--nil[t]--genome--illumina-
0.05624824224242992,-genome--[a]lin--ker[t]--genome--illumina-
