Rate [%],Mask
61.52939194879569,-genome-
32.592218292066704,-genome--illumina--genome-
1.9033181741620349,-genome--illumina--[9]--
0.7748020885969346,-genome--illumina--[2]--
0.741115041266633,-genome--illumina--[4]--
0.6400538992757285,-genome--illumina--[6]--
0.5726798046151255,-genome--illumina--[8]--
0.5053057099545225,-genome--illumina--[1]--
0.5053057099545225,-genome--illumina-
0.05053057099545225,-genome--rek--genome-
0.0336870473303015,-genome--illumina--[5]--
0.01684352366515075,-genome--ker--genome--illumina--genome-
0.01684352366515075,-genome--ker--genome-
0.01684352366515075,-genome--[a]rek--genome-
0.01684352366515075,-genome--ker--genome--illumina--[3]--
0.01684352366515075,-genome--illumina--[7]--
0.01684352366515075,-genome--illumina--[10]--
0.01684352366515075,-genome--ker[t]--genome--illumina--genome-
0.01684352366515075,-genome--ker[t]--genome-
0.01684352366515075,-genome--rek--genome--illumina--genome-
