Rate [%],Mask
12.84147370394675,-genome-
10.120933720821224,-lin--ker[t]--genome--illumina--genome-
9.939064404237367,-genome--[a]lin--ker[t]--genome--illumina--genome-
9.77406956032624,-genome--[a]rek--nil--illumina--genome-
9.425330458423174,-genome--[a]rek--nil[t]--genome--illumina--genome-
5.8591919002531165,-genome--[a]lin--ker[t]--genome-
5.1504640479985,-genome--[a]rek--nil[t]--genome-
3.9542514296428233,-lin--ker[t]--genome-
2.915533889565951,-genome--illumina--genome-
1.4624542983031779,-lin--genome--illumina--genome-
1.1549639073778943,-genome--nil--illumina--genome-
1.0818411924627356,-genome--nil[t]--genome--illumina--genome-
1.0162182431799005,-genome--[a]rek--[8]--illumina--genome-
0.9974688290990906,--[8]--ker[t]--genome--illumina--genome-
0.9918440048748476,-genome--[a]lin--genome--illumina--genome-
0.7931002156182619,-genome--[a]rek--genome-
0.7837255085778569,-genome--ker[t]--genome--illumina--genome-
0.6824786725414831,-genome--[a]rek--genome--illumina--genome-
0.6581044342364301,-genome--nil[t]--genome-
0.6487297271960251,-genome--[a]lin--genome-
0.6056060748101622,-lin--genome-
0.5887316021374331,--[7]--ker[t]--genome--illumina--genome-
0.5662323052404612,-genome--[a]rek--[7]--illumina--genome-
0.5399831255273273,-genome--[a]rek--nil--genome-
0.5306084184869223,-genome--ker[t]--genome-
0.4799850004687353,--[8]--ker[t]--genome-
0.39748757851317146,-rek--nil[t]--genome--illumina--genome-
0.3337395706384175,-genome--[a]lin--ker--illumina--genome-
0.31311521514952656,-genome--[a]rek--[5]--illumina--genome-
0.3074903909252836,-genome--[a]rek--[9]--illumina--genome-
0.29999062529295956,-genome--[a]lin--ker[t]--genome--illumina--[9]--
0.2981156838848786,--[5]--ker[t]--genome--illumina--genome-
0.2981156838848786,-genome--[a]rek--nil[t]--genome--illumina--[9]--
0.25686697290709665,--[6]--ker[t]--genome--illumina--genome-
0.2193681447454767,-genome--nil--genome-
0.2174932033373957,--[7]--ker[t]--genome-
0.2137433205212337,-genome--[a]rek--[4]--illumina--genome-
0.2118683791131527,--[4]--ker[t]--genome--illumina--genome-
0.20811849629699072,-lin--ker[t]--genome--illumina--[9]--
0.20624355488890972,-genome--[a]rek--nil--illumina--[9]--
0.19499390644042372,--[9]--ker[t]--genome--illumina--genome-
0.19124402362426174,-genome--[a]lin--ker[t]--genome--illumina--[4]--
0.18561919940001875,-genome--[a]lin--ker[t]--genome--illumina--[6]--
0.18186931658385674,-genome--[a]rek--[6]--illumina--genome-
0.16311990250304678,-genome--[a]lin--ker[t]--genome--illumina--[2]--
0.1406206056060748,--[8]--nil[t]--genome--illumina--genome-
0.13124589856566982,-genome--[a]lin--ker[t]--genome--[a]rek--nil--illumina--genome-
0.13124589856566982,-genome--[a]rek--nil[t]--genome--illumina--[6]--
0.13124589856566982,-genome--[a]rek--nil[t]--genome--illumina--[2]--
0.13124589856566982,-genome--[a]rek--nil[t]--genome--illumina--[4]--
0.12187119152526484,-genome--[a]lin--[8]--illumina--genome-
0.11812130870910284,-genome--[a]rek--nil[t]--genome--[a]rek--nil--illumina--genome-
0.11812130870910284,-genome--[a]rek--[7]--
0.11249648448485984,-lin--ker[t]--genome--[a]lin--ker[t]--genome--illumina--genome-
0.11249648448485984,-lin--ker[t]--genome--[a]rek--nil[t]--genome--illumina--genome-
0.10874660166869785,-genome--[a]rek--[5]--
0.10312177744445486,--[5]--ker[t]--genome-
0.10312177744445486,-genome--rek--nil--illumina--genome-
0.10312177744445486,--[9]--ker[t]--genome-
0.10124683603637386,-genome--[a]rek--nil--genome--illumina--genome-
0.10124683603637386,-lin--ker[t]--genome--illumina--[6]--
0.10124683603637386,-rek--nil[t]--genome-
0.09937189462829286,-lin--ker--genome--illumina--genome-
0.09749695322021186,-genome--[a]rek--[2]--illumina--genome-
0.09374707040404986,--[6]--ker[t]--genome-
0.09187212899596887,-genome--[a]rek--nil--[4]--
0.08812224617980688,-genome--[a]lin--ker[t]--genome--illumina--[8]--
0.08812224617980688,-genome--[a]rek--nil--illumina--[4]--
0.08624730477172587,-lin--ker[t]--genome--illumina--[2]--
0.08624730477172587,-lin--ker[t]--genome--[a]lin--ker[t]--genome-
0.08437236336364488,-lin--ker[t]--genome--illumina--[4]--
0.08437236336364488,--[4]--ker[t]--genome-
0.08249742195556388,-genome--[a]lin--ker[t]--genome--illumina-
0.08249742195556388,-genome--[a]rek--nil--illumina--[2]--
