Rate [%],Mask
73.65649682515101,-genome--illumina--genome-
18.181818181818183,-genome-
1.42481028341335,-genome--illumina--[5]--
1.0686077125600124,-genome--illumina--[2]--
0.7588663466005886,-genome--illumina--[7]--
0.712405141706675,-genome--illumina--[4]--
0.6969180734087038,-genome--illumina--[8]--
0.6659439368127614,-genome--illumina--[11]--
0.6504568685147902,-genome--illumina--[9]--
0.634969800216819,-genome--illumina--[1]--
0.6194827319188478,-genome--illumina--[10]--
0.5420473904289919,-genome--illumina-
0.15487068297971196,-genome--illumina--[3]--
0.04646120489391359,-genome--rek--genome--illumina--genome-
0.04646120489391359,-genome--illumina--[6]--
0.030974136595942392,-genome--illumina--genome--illumina--genome-
0.030974136595942392,-genome--ker--genome--illumina--genome-
0.030974136595942392,-genome--ker--genome-
0.015487068297971196,-genome--rek--[6]--illumina--genome-
0.015487068297971196,-genome--rek--genome-
0.015487068297971196,-genome--ker[t]--genome--illumina--genome-
