count,mask
37.9524,-genome-
11.0623,-bridge--genome-
8.8241,-bridge--gatc--genome-
5.3568,-genome--egdirb-
3.4167,-genome--gatc--egdirb-
3.1045,-genome--bridge--genome-
2.7594,-genome--egdirb--genome-
2.7519,-genome--bridge--gatc--egdirb--genome-
2.6756,-genome--bridge--gatc--genome-
1.4942,-genome--gatc--egdirb--genome-
1.208,-genome--tnulb--genome-
1.1947,-genome--blunt--genome-
0.9818,-tnulb--genome-
0.6261,-bridge--gatc--egdirb--genome-
0.4853,-genome--[t]bridge--genome-
0.3973,-genome--bridge--gatc--egdirb-
0.3743,-genome--[t]bridge--gatc--genome-
0.3597,-genome--egdirb[a]--genome-
0.2792,-bridge--gatc--genome--bridge--genome-
0.263,-bridge--genome--bridge--genome-
0.248,-bridge--gatc--genome--egdirb--genome-
0.2237,-bridge--genome--blunt--genome-
0.2235,-bridge--genome--egdirb--genome-
0.2176,-bridge--genome--tnulb--genome-
0.2144,-bridge--gatc--genome--tnulb--genome-
0.2018,-genome--blunt-
0.1848,-bridge--gatc--genome--blunt--genome-
0.1613,-genome--gatc--egdirb[a]--genome-
0.149,-tnulb--bridge--genome-
0.148,-tnulb--genome--egdirb-
0.1393,-genome--[t]bridge--gatc--egdirb--genome-
0.1283,-bridge--genome--blunt-
0.128,-genome--blunt--genome--egdirb--genome-
0.1251,-bridge--gatc--tnulb--genome-
0.1224,-genome--bridge--genome--tnulb--genome-
0.1223,-genome--bridge--gatc--tnulb--genome-
0.1207,-genome--bridge--gatc--egdirb[a]--genome-
0.1199,-blunt--genome-
0.1172,-genome--egdirb--genome--egdirb-
0.1108,-tnulb--bridge--gatc--genome-
0.11,-genome--tnulb--genome--egdirb-
0.1078,-bridge--gatc--genome--blunt-
0.1018,-genome--egdirb--genome--gatc--egdirb-
0.0977,-genome--bridge--genome--egdirb-
0.0956,-genome--blunt--genome--egdirb-
0.0953,-genome--bridge--genome--gatc--egdirb-
0.0915,-tnulb--genome--gatc--egdirb-
0.0906,-genome--egdirb[a]--[1]--
0.0858,-genome--egdirb[a]-
0.0836,-tnulb--genome--bridge--genome-
0.0823,-tnulb--genome--bridge--gatc--egdirb--genome-
0.0781,-genome--egdirb--blunt-
0.0772,-genome--tnulb-
0.0765,-bridge--gatc--egdirb[a]--genome-
0.0748,-genome--blunt--genome--gatc--egdirb-
0.071,-tnulb--genome--bridge--gatc--genome-
0.0678,-bridge--genome--egdirb-
0.0645,-genome--blunt--genome--bridge--genome-
0.0644,-genome--tnulb--genome--gatc--egdirb-
0.0627,-tnulb--genome--egdirb--genome-
0.0609,-genome--gatc--egdirb[a]--[1]--
0.0595,-genome--gatc--egdirb[a]-
0.0582,-genome--bridge--gatc--[6]--
0.0576,-egdirb--genome-
0.0551,-genome--egdirb--genome--tnulb--genome-
0.0537,-genome--bridge--[4]--egdirb--genome-
0.053,-genome--bridge--gatc--genome--bridge--genome-
0.052,-genome--[t]bridge--gatc--egdirb-
0.0511,-genome--blunt--gatc--egdirb-
0.051,-genome--bridge--genome--bridge--genome-
0.0481,-genome--bridge-
0.047,-genome--egdirb--genome--egdirb--genome-
0.0469,-genome--bridge--[2]--
0.0461,-genome--bridge--genome--egdirb--genome-
0.0444,-genome--bridge--gatc--genome--egdirb--genome-
0.042,-genome--gatc--egdirb--blunt-
0.0414,-genome--blunt--gac--genome-
0.0412,-genome--bridge--[3]--
0.0411,-tnulb--genome--gatc--egdirb--genome-
0.0404,-genome--bridge--[1]--
0.0401,-bridge--gatc--[6]--egdirb--genome-
0.0385,-genome--bridge--gatc--[5]--
0.038,--[6]--gatc--egdirb--genome-
0.0378,--[6]--bridge--genome-
0.0357,-bridge--gatc--genome--egdirb-
0.0355,-genome--bridge--gatc--[3]--
0.0351,-genome--egdirb--[1]--
0.0351,-genome--bridge--gatc--[4]--
0.035,-genome--egdirb--[1]--tnulb--genome-
0.0346,-bridge--genome--egdirb[a]--genome-
0.0344,-genome--bridge--gatc--[1]--
0.0338,-tnulb--genome--blunt--genome-
0.0335,-bridge--gatc--genome--egdirb[a]--genome-
0.0334,-genome--egdirb--genome--bridge--genome-
0.0333,-genome--egdirb--genome--gatc--egdirb--genome-
0.0332,--[1]--bridge--genome-
0.033,-bridge--genome--[t]bridge--genome-
0.0323,-genome--egdirb--[6]--
0.0316,-genome--bridge--gatc--[2]--
0.0309,-genome--bridge--gatc-
0.0306,-genome--egdirb--genome--bridge--gatc--egdirb--genome-
0.0304,-genome--bridge--genome--bridge--gatc--egdirb--genome-
0.0298,-genome--bridge--gatc--genome--tnulb--genome-
0.0297,-bridge--genome--gatc--egdirb-
0.0297,-genome--bridge--genome--blunt--genome-
0.0295,-genome--blunt--[1]--bridge--genome-
0.0295,-genome--bridge--genome--bridge--gatc--genome-
0.0292,-genome--egdirb--[3]--
0.0287,-bridge--gatc--genome--bridge--genome--tnulb--genome-
0.0287,-genome--egdirb--genome--bridge--gatc--genome-
0.0286,-genome--tnulb--genome--bridge--gatc--egdirb--genome-
0.0286,-genome--bridge--gatc--genome--blunt--genome-
0.0284,-genome--egdirb--[2]--
0.0283,-genome--bridge--gatc--egdirb--genome--egdirb--genome-
0.0277,-genome--bridge--gatc--egdirb--genome--blunt-
0.0271,-genome--tnulb--genome--bridge--genome-
0.027,-bridge--gatc--genome--[t]bridge--genome-
0.0269,-genome--egdirb--[9]--
0.0268,-genome--bridge--gatc--[7]--
0.0267,-genome--gtc--tnulb--genome-
0.0264,-genome--tnulb--genome--bridge--gatc--genome-
0.0264,-genome--egdirb--[10]--
0.0262,-genome--egdirb--[4]--
0.0261,-genome--blunt--genome--bridge--gatc--genome-
0.026,-genome--[t]bridge--gatc--tnulb--genome-
0.0259,-genome--bridge--genome--gatc--egdirb--genome-
0.0258,-tnulb--genome--tnulb--genome-
0.0258,-genome--egdirb--[8]--
0.0253,-genome--egdirb--[7]--
0.0251,-genome--bridge--[11]--
0.025,-genome--egdirb--[5]--
0.0247,-genome--tnulb--genome--egdirb--genome-
0.0245,-genome--bridge--gatc--egdirb--genome--bridge--genome-
0.0243,-genome--bridge--gatc--genome--blunt-
0.0242,-genome--egdirb--[11]--
0.0241,-genome--blunt--[1]--bridge--gatc--genome-
0.024,-genome--blunt--gatc--egdirb--genome-
0.024,-genome--bridge--gatc--egdirb--genome--blunt--genome-
