count,mask
56.2615,-genome-
11.9926,-bridge--gatc--genome-
7.4178,-bridge--genome-
2.4082,-genome--gatc--egdirb-
2.1865,-genome--bridge--genome-
1.8639,-genome--egdirb--genome-
1.8389,-genome--egdirb-
1.6096,-genome--bridge--gatc--genome-
1.1273,-genome--blunt--genome-
1.0496,-genome--tnulb--genome-
0.8182,-tnulb--genome-
0.7878,-genome--gatc--egdirb--genome-
0.3892,-genome--[t]bridge--genome-
0.3798,-bridge--gatc--egdirb--genome-
0.37,-bridge--gatc--genome--bridge--genome-
0.3527,-genome--bridge--gatc--egdirb--genome-
0.3342,-genome--[t]bridge--gatc--genome-
0.2803,-bridge--gatc--genome--tnulb--genome-
0.2745,-bridge--gatc--genome--egdirb--genome-
0.2614,-genome--egdirb[a]--genome-
0.2062,-bridge--gatc--genome--blunt--genome-
0.169,-genome--blunt--genome--egdirb--genome-
0.1424,-genome--bridge--genome--tnulb--genome-
0.1401,-bridge--genome--bridge--genome-
0.1382,-bridge--gatc--egdirb[a]--genome-
0.1357,-blunt--genome-
0.1332,-bridge--genome--blunt--genome-
0.1226,-genome--gatc--egdirb[a]--genome-
0.1208,-bridge--genome--egdirb--genome-
0.1172,-bridge--genome--tnulb--genome-
0.1151,-genome--bridge--gatc--egdirb-
0.1112,-tnulb--bridge--gatc--genome-
0.0971,-bridge--gatc--[6]--egdirb--genome-
0.0814,-genome--blunt-
0.0679,-tnulb--bridge--genome-
0.0646,-genome--blunt--genome--bridge--genome-
0.0592,-genome--egdirb--genome--tnulb--genome-
0.0579,-genome--gatc--egdirb[a]--[1]--
0.0566,-genome--egdirb--genome--gatc--egdirb-
0.0555,-egdirb--genome-
0.0551,-genome--gatc--egdirb[a]-
0.054,-genome--blunt--genome--gatc--egdirb-
0.0519,-genome--tnulb-
0.0492,-genome--bridge--genome--gatc--egdirb-
0.0479,-genome--egdirb[a]--[1]--
0.0428,-genome--egdirb[a]-
0.0407,-genome--[t]bridge--gatc--egdirb-
0.0405,-bridge--gatc--genome--egdirb[a]--genome-
0.0399,-bridge--gatc--genome--[t]bridge--genome-
0.038,-bridge--gatc--genome--blunt-
0.0358,-bridge--gatc--genome--bridge--genome--tnulb--genome-
0.0353,-tnulb--genome--gatc--egdirb-
0.035,-genome--[t]bridge--gatc--egdirb--genome-
0.0342,-genome--bridge--[3]--
0.0337,-genome--tnulb--genome--gatc--egdirb-
0.0336,-genome--bridge-
0.0319,-tnulb--genome--egdirb--genome-
0.0316,-genome--bridge--gatc--egdirb[a]--genome-
0.0315,-genome--egdirb--genome--egdirb-
0.0301,-genome--blunt--genome--egdirb-
0.03,-genome--bridge--[1]--
0.0295,--[6]--bridge--genome-
0.0292,-tnulb--genome--egdirb-
0.029,-tnulb--genome--bridge--genome-
0.029,-genome--tnulb--genome--egdirb-
0.0283,-genome--bridge--[2]--
