Rate [%],Mask
57.8648503480836,-genome-
14.871979217391848,-lin--ker[t]--genome-
2.5691935035539846,--[8]--ker[t]--genome-
2.5240502678289656,-genome--[a]lin--ker[t]--genome-
2.007411014531524,-genome--[a]rek--nil[t]--genome-
1.5294361066467144,-lin--genome-
0.9841643380977559,--[7]--ker[t]--genome-
0.7076620192820134,-rek--nil[t]--genome-
0.6961672138890688,-genome--lin--ker[t]--genome-
0.45414931125216046,--[6]--ker[t]--genome-
0.4159029587629081,--[5]--ker[t]--genome-
0.3830905142775932,-lin--ker--genome-
0.35257703087086734,-lin--ker--lin--ker[t]--genome-
0.34714312286692983,--[4]--ker[t]--genome-
0.31495766776668466,-genome--[a]rek--nil--genome-
0.29008708882558615,-genome--ker[t]--genome-
0.2570656478785814,--[8]--nil[t]--genome-
0.2334490477076223,-rek--nil--genome-
0.21861029892763914,--[7]--nil--lin--ker[t]--genome-
0.21631133784905018,-genome--nil[t]--genome-
0.2096234510749733,-genome--[a]lin--genome-
0.20000961383723773,--[2]--ker[t]--genome-
0.18349889336373534,--[8]--nil--lin--ker[t]--genome-
0.1811999322851464,-lin--ker--[a]lin--ker[t]--genome-
0.1573743356524974,--[3]--ker[t]--genome-
0.14943247010828106,--[9]--ker[t]--genome-
0.14922347364659114,-genome--[a]rek--genome-
0.1454615373361729,-rek--nil--lin--ker[t]--genome-
0.11682902208465609,-ker[t]--genome-
0.1051252202300215,--[7]--ker[t]--[a]rek--nil[t]--genome-
0.10282625915143255,--[2]--[a]lin--ker[t]--genome-
0.10219926976636284,-rek--genome-
0.10073629453453352,--[8]--[a]lin--ker[t]--genome-
0.0990643228410143,--[4]--[a]lin--ker[t]--genome-
0.09676536176242535,--[7]--ker--[a]rek--nil[t]--genome-
0.09530238653059603,--[3]--ker[t]--[a]rek--nil[t]--genome-
0.09446640068383641,--[7]--nil[t]--genome-
0.09300342545200709,-lin--ker[t]--[a]lin--ker[t]--genome-
0.09258543252862728,--[11]--[a]lin--ker[t]--genome-
0.09133145375848786,--[5]--nil--lin--ker[t]--genome-
0.08965948206496863,--[9]--[a]lin--ker[t]--genome-
0.0879875103714494,--[8]--nil--genome-
0.08568854929286046,--[5]--[a]lin--ker[t]--genome-
0.08568854929286046,--[7]--[a]lin--ker[t]--genome-
0.08547955283117056,--[8]--ker--lin--ker[t]--genome-
0.08485256344610086,--[1]--[a]lin--ker[t]--genome-
0.08422557406103114,-lin--[8]--lin--ker[t]--genome-
0.08276259882920181,-[a]lin--ker[t]--genome-
0.08276259882920181,--[5]--nil[t]--genome-
0.0821356094441321,--[1]--ker[t]--genome-
0.08192661298244219,--[6]--[a]lin--ker[t]--genome-
0.0815086200590624,--[3]--[a]lin--ker[t]--genome-
0.07941865544216335,--[10]--[a]lin--ker[t]--genome-
0.07879166605709365,--[6]--nil[t]--genome-
0.07837367313371384,--[6]--nil--lin--ker[t]--genome-
0.07691069790188451,--[8]--ker--genome-
0.0764927049785047,--[7]--ker[t]--rek--nil[t]--genome-
0.07147678989794702,--[9]--[a]rek--nil[t]--genome-
0.07126779343625712,--[3]--ker[t]--[a]rek--nil--genome-
0.07105879697456721,--[10]--ker[t]--genome-
0.06792385004921866,--[5]--[a]rek--nil[t]--genome-
0.06729686066414894,--[4]--nil[t]--genome-
0.06687886774076915,-[a]rek--nil[t]--genome-
0.06646087481738934,--[6]--[a]rek--nil[t]--genome-
0.06583388543231962,--[11]--[a]rek--nil[t]--genome-
0.06541589250893982,-genome--lin--genome-
