ExoC-19	sample-1-1	1381660
ExoC-19	sample-1-5	2298550
ExoC-19	sample-1-78	1569593
ExoC-19	sample-1-9	1844468
ExoC-20	DCAHM10-QUAR10	3481415
ExoC-20	DCBIK9-QUAR9	3582291
ExoC-20	DCKRO7-QUAR7	4176008
ExoC-20	DCNAR8-QUAR8	3357502
ExoC-20	DCPRI5-QUAR5	3629978
ExoC-20	DCSAN1-QUAR1	3721341
ExoC-20	DCVAS3-QUAR3	3846700
ExoC-20	DCZAV6-QUAR6	3555798 
