,0,1,2,3,4,5,6,7,8,9
0,0.04310651941574635,0.04239401496259352,0.04132525828286427,0.03811898824367652,0.037762736017100104,0.037050231563947274,0.035981474884218025,0.03562522265764161,0.034556465977912364,0.033487709298183115
1,0.11457800511508952,0.10946291560102302,0.08849104859335039,0.08593350383631713,0.06035805626598466,0.05115089514066496,0.049104859335038366,0.04143222506393862,0.029667519181585677,0.024552429667519183
2,0.16777041942604856,0.1604120676968359,0.08903605592347315,0.07431935246504782,0.047093451066961,0.044885945548197206,0.036055923473142015,0.03237674760853569,0.0029433406916850625,0.0029433406916850625
3,0.16759776536312848,0.16520351157222665,0.09337589784517158,0.09098164405426976,0.04948124501197127,0.04229848363926576,0.020750199521149242,0.004788507581803671,0.0031923383878691143,0.0031923383878691143
4,0.16375727348295926,0.13466334164588528,0.0914380714879468,0.08977556109725686,0.06317539484621779,0.05901911886949293,0.034912718204488775,0.02743142144638404,0.004987531172069825,0.0033250207813798837
5,0.2052863436123348,0.18325991189427313,0.12951541850220263,0.053744493392070485,0.03612334801762115,0.02907488986784141,0.01762114537444934,0.0052863436123348016,0.0052863436123348016,0.003524229074889868
6,0.16166077738515902,0.1157243816254417,0.11130742049469965,0.10247349823321555,0.07773851590106007,0.0353356890459364,0.015901060070671377,0.00441696113074205,0.00441696113074205,0.00441696113074205
7,0.37420718816067655,0.17653276955602537,0.13424947145877378,0.008456659619450317,0.008456659619450317,0.003171247357293869,0.003171247357293869,0.003171247357293869,0.003171247357293869,0.0021141649048625794
8,0.27807486631016043,0.1497326203208556,0.08983957219251337,0.07058823529411765,0.05454545454545454,0.008556149732620321,0.0042780748663101605,0.0042780748663101605,0.0042780748663101605,0.0032085561497326204
9,0.28342245989304815,0.14545454545454545,0.13796791443850268,0.05026737967914439,0.038502673796791446,0.0074866310160427805,0.0053475935828877,0.0042780748663101605,0.0042780748663101605,0.0032085561497326204
10,0.21706263498920086,0.17278617710583152,0.1587473002159827,0.10475161987041037,0.005399568034557235,0.005399568034557235,0.004319654427645789,0.0032397408207343412,0.0032397408207343412,0.0032397408207343412
11,0.2577937649880096,0.2182254196642686,0.13189448441247004,0.0539568345323741,0.005995203836930456,0.005995203836930456,0.0035971223021582736,0.0035971223021582736,0.0035971223021582736,0.002398081534772182
12,0.25095541401273885,0.2394904458598726,0.18980891719745224,0.005095541401273885,0.005095541401273885,0.003821656050955414,0.003821656050955414,0.003821656050955414,0.0025477707006369425,0.0025477707006369425
13,0.3599476439790576,0.2356020942408377,0.09816753926701571,0.005235602094240838,0.005235602094240838,0.003926701570680628,0.003926701570680628,0.003926701570680628,0.003926701570680628,0.003926701570680628
14,0.25168236877523553,0.1655450874831763,0.1601615074024226,0.11709286675639301,0.005383580080753701,0.005383580080753701,0.005383580080753701,0.004037685060565276,0.0026917900403768506,0.0026917900403768506
15,0.20110957004160887,0.14285714285714285,0.13453536754507628,0.08737864077669903,0.06241331484049931,0.006934812760055479,0.004160887656033287,0.004160887656033287,0.004160887656033287,0.0027739251040221915
16,0.38055555555555554,0.2861111111111111,0.008333333333333333,0.008333333333333333,0.006944444444444444,0.005555555555555556,0.005555555555555556,0.004166666666666667,0.004166666666666667,0.004166666666666667
17,0.48194444444444445,0.20555555555555555,0.005555555555555556,0.005555555555555556,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.002777777777777778,0.002777777777777778,0.002777777777777778
19,0.26777609682299547,0.2556732223903177,0.12405446293494705,0.009077155824508321,0.007564296520423601,0.006051437216338881,0.006051437216338881,0.0030257186081694403,0.0030257186081694403,0.0030257186081694403
20,0.42290076335877863,0.24274809160305344,0.0061068702290076335,0.0061068702290076335,0.004580152671755725,0.004580152671755725,0.004580152671755725,0.004580152671755725,0.004580152671755725,0.004580152671755725
21,0.25115562403698,0.11864406779661017,0.11864406779661017,0.060092449922958396,0.030816640986132512,0.01848998459167951,0.007704160246533128,0.0061633281972265025,0.0061633281972265025,0.0061633281972265025
24,0.42277691107644305,0.24180967238689546,0.0062402496099844,0.0062402496099844,0.0062402496099844,0.0046801872074883,0.0046801872074883,0.0046801872074883,0.0046801872074883,0.0031201248049922
26,0.42902711323763953,0.19298245614035087,0.07655502392344497,0.006379585326953748,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.003189792663476874
28,0.344,0.1872,0.1344,0.0064,0.0064,0.0064,0.0048,0.0048,0.0032,0.0032
29,0.3780290791599354,0.29079159935379645,0.006462035541195477,0.006462035541195477,0.004846526655896607,0.004846526655896607,0.004846526655896607,0.004846526655896607,0.004846526655896607,0.004846526655896607
37,0.29304635761589404,0.19536423841059603,0.19370860927152317,0.006622516556291391,0.004966887417218543,0.004966887417218543,0.0033112582781456954,0.0033112582781456954,0.0033112582781456954,0.0033112582781456954
50,0.45266781411359724,0.22547332185886404,0.0068846815834767644,0.0051635111876075735,0.0051635111876075735,0.0034423407917383822,0.0034423407917383822,0.0034423407917383822,0.0034423407917383822,0.0034423407917383822
65,0.47602131438721135,0.1936056838365897,0.007104795737122558,0.007104795737122558,0.0053285968028419185,0.0053285968028419185,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.003552397868561279
66,0.30782918149466193,0.297153024911032,0.017793594306049824,0.0071174377224199285,0.0071174377224199285,0.005338078291814947,0.0035587188612099642,0.0035587188612099642,0.0035587188612099642,0.0035587188612099642
89,0.2942271880819367,0.24581005586592178,0.11359404096834265,0.0074487895716946,0.0074487895716946,0.00558659217877095,0.00558659217877095,0.0037243947858473,0.0037243947858473,0.0037243947858473
94,0.3890977443609023,0.2556390977443609,0.005639097744360902,0.005639097744360902,0.005639097744360902,0.005639097744360902,0.0037593984962406013,0.0037593984962406013,0.0037593984962406013,0.0037593984962406013
103,0.3541666666666667,0.19318181818181818,0.07196969696969698,0.013257575757575758,0.00946969696969697,0.005681818181818182,0.003787878787878788,0.003787878787878788,0.003787878787878788,0.003787878787878788
106,0.3973384030418251,0.2718631178707224,0.0076045627376425855,0.005703422053231939,0.005703422053231939,0.005703422053231939,0.005703422053231939,0.0038022813688212928,0.0038022813688212928,0.0038022813688212928
113,0.27915869980879543,0.1739961759082218,0.10707456978967496,0.05353728489483748,0.015296367112810707,0.011472275334608031,0.009560229445506692,0.0076481835564053535,0.0057361376673040155,0.0057361376673040155
150,0.4319526627218935,0.21696252465483234,0.011834319526627219,0.009861932938856016,0.009861932938856016,0.005917159763313609,0.005917159763313609,0.0039447731755424065,0.0039447731755424065,0.0039447731755424065
156,0.3814229249011858,0.26679841897233203,0.007905138339920948,0.005928853754940711,0.005928853754940711,0.005928853754940711,0.003952569169960474,0.003952569169960474,0.003952569169960474,0.003952569169960474
164,0.40159045725646125,0.1709741550695825,0.07554671968190854,0.011928429423459244,0.007952286282306162,0.007952286282306162,0.003976143141153081,0.003976143141153081,0.003976143141153081,0.003976143141153081
184,0.18875502008032127,0.1746987951807229,0.11244979919678715,0.09437751004016064,0.03413654618473896,0.014056224899598393,0.006024096385542169,0.006024096385542169,0.006024096385542169,0.004016064257028112
187,0.3528225806451613,0.32661290322580644,0.010080645161290322,0.006048387096774193,0.006048387096774193,0.006048387096774193,0.004032258064516129,0.004032258064516129,0.004032258064516129,0.004032258064516129
189,0.4012096774193548,0.2721774193548387,0.016129032258064516,0.008064516129032258,0.006048387096774193,0.006048387096774193,0.004032258064516129,0.004032258064516129,0.004032258064516129,0.004032258064516129
206,0.45824847250509165,0.2505091649694501,0.006109979633401222,0.004073319755600814,0.004073319755600814,0.004073319755600814,0.004073319755600814,0.004073319755600814,0.004073319755600814,0.002036659877800407
