count,mask
46.0738,-genome-
11.6787,-bridge--gatc--genome-
5.6973,-genome--bridge--gatc--genome-
4.8226,-genome--gatc--egdirb-
3.3793,-genome--gatc--egdirb--genome-
3.1545,-genome--bridge--genome-
2.8898,-genome--egdirb--genome-
2.4002,-bridge--genome-
1.8238,-genome--egdirb-
1.549,-genome--blunt--genome-
1.5291,-genome--tnulb--genome-
1.4426,-genome--bridge--gatc--egdirb--genome-
0.4606,-bridge--gatc--genome--bridge--genome-
0.432,-tnulb--genome-
0.3647,-bridge--gatc--genome--egdirb--genome-
0.3175,-bridge--gatc--egdirb--genome-
0.3135,-bridge--gatc--genome--tnulb--genome-
0.3003,-genome--bridge--gatc--egdirb-
0.221,-bridge--gatc--genome--blunt--genome-
0.2056,-genome--bridge--gatc--tnulb--genome-
0.1626,-genome--blunt--genome--egdirb--genome-
0.1584,-genome--egdirb--genome--gatc--egdirb-
0.1484,-bridge--gatc--[6]--egdirb--genome-
0.1426,-genome--blunt--genome--gatc--egdirb-
0.1415,-genome--bridge--genome--gatc--egdirb-
0.1388,-genome--bridge--genome--tnulb--genome-
0.1376,-genome--blunt-
0.1123,-tnulb--bridge--gatc--genome-
0.1,-genome--bridge--gatc--genome--bridge--genome-
0.092,-genome--gatc--egdirb--[1]--
0.0902,-blunt--genome-
0.0898,-genome--gatc--egdirb--[2]--
0.0892,-genome--bridge--gatc--genome--egdirb--genome-
0.0846,-bridge--genome--bridge--genome-
0.0842,-genome--blunt--genome--bridge--genome-
0.0798,-genome--bridge--[6]--gatc--egdirb-
0.0797,-genome--tnulb--genome--gatc--egdirb-
0.0788,-genome--egdirb--genome--tnulb--genome-
0.0748,-genome--bridge--gatc--genome--tnulb--genome-
0.0735,-genome--bridge--genome--bridge--gatc--genome-
0.0733,-genome--bridge--gatc--[6]--egdirb--genome-
0.0726,-genome--egdirb--genome--gatc--egdirb--genome-
0.0714,-genome--tnulb-
0.0666,-bridge--gatc--tnulb--genome-
0.0665,-genome--bridge--genome--gatc--egdirb--genome-
0.0638,-bridge--genome--egdirb--genome-
0.0592,-genome--bridge--gatc--[6]--
0.0592,-genome--egdirb--genome--bridge--gatc--genome-
0.0592,-genome--blunt--genome--gatc--egdirb--genome-
0.0571,-genome--blunt--gac--genome-
0.0564,-bridge--genome--tnulb--genome-
0.0562,-genome--bridge--[6]--gatc--egdirb--genome-
0.0557,-egdirb--genome-
0.0552,-genome--gatc--egdirb--blunt-
0.0548,-genome--bridge--genome--bridge--genome-
0.0546,-genome--bridge--[2]--
0.0539,-genome--egdirb--genome--egdirb--genome-
0.0534,-genome--bridge-
0.0506,-bridge--genome--blunt--genome-
0.0495,-genome--bridge--gatc--genome--blunt--genome-
0.0468,-genome--bridge--[1]--
0.0467,-genome--blunt--genome--bridge--gatc--genome-
0.0461,-genome--egdirb--genome--egdirb-
0.0444,-genome--tnulb--genome--bridge--gatc--genome-
0.0435,-genome--egdirb--[1]--
0.0433,-genome--bridge--genome--egdirb-
0.0432,-genome--blunt--genome--egdirb-
0.043,-genome--bridge--genome--egdirb--genome-
0.0428,--[6]--bridge--genome-
0.0419,-genome--bridge--[3]--
0.0418,-genome--gtc--tnulb--genome-
0.0414,-tnulb--genome--bridge--gatc--genome-
0.0414,-genome--egdirb--[2]--
0.0408,--[6]--bridge--gatc--genome-
0.0389,-bridge--gatc--genome--blunt-
0.0387,-genome--tnulb--genome--gatc--egdirb--genome-
0.0378,-genome--egdirb--genome--bridge--genome-
0.0373,-genome--egdirb--[6]--
0.0372,-genome--gatc--egdirb--[6]--
0.0367,-genome--gatc--egdirb--genome--egdirb--genome-
0.0359,-genome--bridge--[10]--
0.0348,-tnulb--genome--gatc--egdirb-
0.0345,--[6]--gatc--egdirb--genome-
0.0345,-genome--bridge--gatc--[5]--
0.0341,-genome--bridge--gatc--[3]--
0.0338,-genome--gatc--egdirb--[7]--
0.033,-genome--bridge--[11]--
0.0328,-bridge--gatc--genome--bridge--genome--tnulb--genome-
0.0324,-genome--bridge--gatc--[9]--
0.0321,-tnulb--genome--gatc--egdirb--genome-
0.0321,-genome--gatc--egdirb--[11]--
0.0319,-genome--gatc--egdirb--[10]--
0.0319,-genome--gatc--egdirb--genome--bridge--genome-
0.031,-genome--bridge--gatc--[2]--
0.0306,--[2]--egdirb--genome-
0.0306,-genome--bridge--gatc--[11]--
0.0302,-genome--bridge--gatc--[7]--
0.0299,-genome--bridge--[5]--
0.0298,-genome--bridge--[4]--egdirb--genome-
0.0298,-genome--gatc--egdirb--[9]--
0.0297,-genome--bridge--[4]--
0.0296,-genome--bridge--gatc--[10]--
0.0296,-genome--tnulb--genome--egdirb-
0.0295,-genome--bridge--gatc--[8]--
0.0292,--[9]--bridge--gatc--genome-
0.0291,-genome--bridge--gatc--[4]--
0.0289,-genome--blunt--gatc--egdirb--genome-
0.0289,-genome--blunt--gatc--egdirb-
0.0289,-genome--gatc--egdirb--[8]--
0.0289,--[11]--bridge--gatc--genome-
0.0285,-bridge--gatc--[6]--egdirb--genome--tnulb--genome-
0.0282,-genome--bridge--[8]--
0.0281,--[10]--tnulb--genome-
0.0279,-tnulb--bridge--genome-
0.0274,-genome--gatc--egdirb--[4]--
0.0273,--[7]--bridge--gatc--genome-
0.0273,-genome--bridge--[6]--
0.0272,-genome--tnulb--genome--bridge--genome-
0.0272,-genome--gatc--egdirb--[3]--
0.0271,-tnulb--genome--bridge--genome-
0.027,-genome--bridge--[9]--
0.0266,-genome--egdirb--[4]--
0.0265,-genome--gatc--egdirb--[5]--
0.0262,-genome--bridge--gatc--[1]--
0.0261,--[4]--egdirb--genome-
0.0259,-genome--egdirb--genome--blunt--genome-
0.0257,--[6]--egdirb--genome-
0.0255,-genome--gatc--egdirb--genome--blunt--genome-
0.0252,--[10]--bridge--gatc--genome-
0.0249,-genome--bridge--gatc--tnulb-
0.0246,-genome--bridge--genome--blunt--genome-
0.0244,-genome--gatc--egdirb--genome--tnulb--genome-
0.0242,-genome--egdirb--[10]--bridge--gatc--genome-
0.0241,-genome--egdirb--[9]--
0.0238,--[8]--bridge--gatc--genome-
0.0234,-genome--egdirb--blunt-
0.0233,-tnulb--genome--egdirb--genome-
0.0228,--[11]--egdirb--genome-
0.0227,-genome--bridge--gatc-
0.0227,-genome--bridge--[3]--egdirb-
0.0226,--[5]--egdirb--genome-
0.0224,-genome--egdirb--[7]--
0.0221,-bridge--gatc--[2]--tnulb--genome-
0.022,-genome--egdirb--[8]--
0.022,-genome--egdirb--[5]--
0.0219,-genome--bridge--[7]--
0.0219,-genome--tnulb--genome--egdirb--genome-
0.0215,--[3]--bridge--gatc--genome-
0.0213,--[1]--tnulb--genome-
0.0213,-genome--egdirb--[10]--
0.0213,-blunt--gac--genome-
0.0206,-genome--bridge--gatc--genome--blunt-
0.0206,-genome--egdirb--[11]--
0.0205,-genome--tnulb--genome--blunt--genome-
0.0202,--[5]--bridge--gatc--genome-
0.0199,-genome--egdirb--[3]--
0.0193,-bridge--gatc--genome--blunt--genome--egdirb--genome-
0.0192,-genome--blunt--[10]--
0.0192,-genome--egdirb--genome--bridge--gatc--egdirb--genome-
0.0191,--[1]--bridge--gatc--genome-
0.0191,--[10]--egdirb--genome-
0.019,--[4]--bridge--genome-
0.0187,-genome--bridge--genome--bridge--gatc--egdirb--genome-
