depth	# bases at depth	size of A	% of A at depth
1872	54	46584178	0.0000012
1873	46	46584178	0.0000010
1874	48	46584178	0.0000010
1875	48	46584178	0.0000010
1876	45	46584178	0.0000010
1877	35	46584178	0.0000008
1878	61	46584178	0.0000013
1879	57	46584178	0.0000012
1880	44	46584178	0.0000009
1881	55	46584178	0.0000012
1882	45	46584178	0.0000010
1883	47	46584178	0.0000010
1884	60	46584178	0.0000013
1885	33	46584178	0.0000007
1886	42	46584178	0.0000009
1887	54	46584178	0.0000012
1888	34	46584178	0.0000007
1889	45	46584178	0.0000010
1890	50	46584178	0.0000011
1891	51	46584178	0.0000011
1892	52	46584178	0.0000011
1893	54	46584178	0.0000012
1894	45	46584178	0.0000010
1895	35	46584178	0.0000008
1896	37	46584178	0.0000008
1897	50	46584178	0.0000011
1898	36	46584178	0.0000008
1899	34	46584178	0.0000007
1900	52	46584178	0.0000011
1901	43	46584178	0.0000009
1902	46	46584178	0.0000010
1903	53	46584178	0.0000011
1904	37	46584178	0.0000008
1905	38	46584178	0.0000008
1906	50	46584178	0.0000011
1907	52	46584178	0.0000011
1908	51	46584178	0.0000011
1909	43	46584178	0.0000009
1910	42	46584178	0.0000009
1911	54	46584178	0.0000012
1912	52	46584178	0.0000011
1913	50	46584178	0.0000011
1914	44	46584178	0.0000009
1915	43	46584178	0.0000009
1916	57	46584178	0.0000012
1917	52	46584178	0.0000011
1918	41	46584178	0.0000009
1919	52	46584178	0.0000011
1920	47	46584178	0.0000010
1921	34	46584178	0.0000007
1922	34	46584178	0.0000007
1923	47	46584178	0.0000010
1924	38	46584178	0.0000008
1925	44	46584178	0.0000009
1926	45	46584178	0.0000010
1927	41	46584178	0.0000009
1928	45	46584178	0.0000010
1929	31	46584178	0.0000007
1930	48	46584178	0.0000010
1931	38	46584178	0.0000008
1932	33	46584178	0.0000007
1933	38	46584178	0.0000008
1934	31	46584178	0.0000007
1935	31	46584178	0.0000007
1936	45	46584178	0.0000010
1937	44	46584178	0.0000009
1938	35	46584178	0.0000008
1939	42	46584178	0.0000009
1940	52	46584178	0.0000011
1941	42	46584178	0.0000009
1942	46	46584178	0.0000010
1943	38	46584178	0.0000008
1944	32	46584178	0.0000007
1945	38	46584178	0.0000008
1946	43	46584178	0.0000009
1947	35	46584178	0.0000008
1948	35	46584178	0.0000008
1949	38	46584178	0.0000008
1950	41	46584178	0.0000009
1951	33	46584178	0.0000007
1952	48	46584178	0.0000010
1953	41	46584178	0.0000009
1954	36	46584178	0.0000008
1955	30	46584178	0.0000006
1956	31	46584178	0.0000007
1957	30	46584178	0.0000006
1958	38	46584178	0.0000008
1959	33	46584178	0.0000007
1960	34	46584178	0.0000007
1961	35	46584178	0.0000008
1962	40	46584178	0.0000009
1963	36	46584178	0.0000008
1964	34	46584178	0.0000007
1965	37	46584178	0.0000008
1966	38	46584178	0.0000008
1967	36	46584178	0.0000008
1968	45	46584178	0.0000010
1969	47	46584178	0.0000010
1970	37	46584178	0.0000008
1971	39	46584178	0.0000008
1972	30	46584178	0.0000006
1973	28	46584178	0.0000006
1974	36	46584178	0.0000008
1975	38	46584178	0.0000008
1976	35	46584178	0.0000008
1977	40	46584178	0.0000009
1978	40	46584178	0.0000009
1979	40	46584178	0.0000009
1980	33	46584178	0.0000007
1981	40	46584178	0.0000009
1982	39	46584178	0.0000008
1983	27	46584178	0.0000006
1984	40	46584178	0.0000009
1985	41	46584178	0.0000009
1986	30	46584178	0.0000006
1987	35	46584178	0.0000008
1988	30	46584178	0.0000006
1989	44	46584178	0.0000009
1990	29	46584178	0.0000006
1991	30	46584178	0.0000006
1992	28	46584178	0.0000006
1993	49	46584178	0.0000011
1994	25	46584178	0.0000005
1995	35	46584178	0.0000008
1996	38	46584178	0.0000008
1997	36	46584178	0.0000008
1998	17	46584178	0.0000004
1999	39	46584178	0.0000008
2000	35	46584178	0.0000008
2001	37	46584178	0.0000008
2002	24	46584178	0.0000005
2003	50	46584178	0.0000011
2004	25	46584178	0.0000005
2005	33	46584178	0.0000007
2006	32	46584178	0.0000007
2007	39	46584178	0.0000008
2008	36	46584178	0.0000008
2009	28	46584178	0.0000006
2010	23	46584178	0.0000005
2011	44	46584178	0.0000009
2012	35	46584178	0.0000008
2013	43	46584178	0.0000009
2014	28	46584178	0.0000006
2015	36	46584178	0.0000008
2016	39	46584178	0.0000008
2017	43	46584178	0.0000009
2018	30	46584178	0.0000006
2019	47	46584178	0.0000010
2020	31	46584178	0.0000007
2021	38	46584178	0.0000008
2022	30	46584178	0.0000006
2023	45	46584178	0.0000010
2024	39	46584178	0.0000008
2025	27	46584178	0.0000006
2026	26	46584178	0.0000006
2027	39	46584178	0.0000008
2028	36	46584178	0.0000008
2029	26	46584178	0.0000006
2030	30	46584178	0.0000006
2031	28	46584178	0.0000006
2032	22	46584178	0.0000005
2033	33	46584178	0.0000007
2034	29	46584178	0.0000006
2035	42	46584178	0.0000009
2036	41	46584178	0.0000009
2037	39	46584178	0.0000008
2038	33	46584178	0.0000007
2039	26	46584178	0.0000006
2040	28	46584178	0.0000006
2041	35	46584178	0.0000008
2042	41	46584178	0.0000009
2043	31	46584178	0.0000007
2044	23	46584178	0.0000005
2045	45	46584178	0.0000010
2046	38	46584178	0.0000008
2047	38	46584178	0.0000008
2048	29	46584178	0.0000006
2049	42	46584178	0.0000009
2050	22	46584178	0.0000005
2051	30	46584178	0.0000006
2052	33	46584178	0.0000007
2053	30	46584178	0.0000006
2054	21	46584178	0.0000005
2055	30	46584178	0.0000006
2056	28	46584178	0.0000006
2057	42	46584178	0.0000009
2058	35	46584178	0.0000008
2059	40	46584178	0.0000009
2060	31	46584178	0.0000007
2061	32	46584178	0.0000007
2062	27	46584178	0.0000006
2063	25	46584178	0.0000005
2064	34	46584178	0.0000007
2065	30	46584178	0.0000006
2066	32	46584178	0.0000007
2067	34	46584178	0.0000007
2068	28	46584178	0.0000006
2069	42	46584178	0.0000009
2070	33	46584178	0.0000007
2071	26	46584178	0.0000006
2072	35	46584178	0.0000008
2073	42	46584178	0.0000009
2074	29	46584178	0.0000006
2075	42	46584178	0.0000009
2076	39	46584178	0.0000008
2077	35	46584178	0.0000008
2078	34	46584178	0.0000007
2079	31	46584178	0.0000007
2080	32	46584178	0.0000007
2081	31	46584178	0.0000007
2082	37	46584178	0.0000008
2083	25	46584178	0.0000005
2084	28	46584178	0.0000006
2085	27	46584178	0.0000006
2086	26	46584178	0.0000006
2087	21	46584178	0.0000005
2088	39	46584178	0.0000008
2089	35	46584178	0.0000008
2090	30	46584178	0.0000006
2091	33	46584178	0.0000007
2092	29	46584178	0.0000006
2093	30	46584178	0.0000006
2094	36	46584178	0.0000008
2095	27	46584178	0.0000006
2096	24	46584178	0.0000005
2097	22	46584178	0.0000005
2098	25	46584178	0.0000005
2099	23	46584178	0.0000005
2100	18	46584178	0.0000004
2101	28	46584178	0.0000006
2102	30	46584178	0.0000006
2103	34	46584178	0.0000007
2104	30	46584178	0.0000006
2105	31	46584178	0.0000007
2106	32	46584178	0.0000007
2107	17	46584178	0.0000004
2108	28	46584178	0.0000006
2109	24	46584178	0.0000005
2110	24	46584178	0.0000005
2111	28	46584178	0.0000006
2112	25	46584178	0.0000005
2113	27	46584178	0.0000006
2114	23	46584178	0.0000005
2115	31	46584178	0.0000007
2116	31	46584178	0.0000007
2117	19	46584178	0.0000004
2118	23	46584178	0.0000005
2119	28	46584178	0.0000006
2120	19	46584178	0.0000004
2121	19	46584178	0.0000004
2122	25	46584178	0.0000005
2123	30	46584178	0.0000006
2124	20	46584178	0.0000004
2125	27	46584178	0.0000006
2126	35	46584178	0.0000008
2127	25	46584178	0.0000005
2128	26	46584178	0.0000006
2129	26	46584178	0.0000006
2130	23	46584178	0.0000005
2131	24	46584178	0.0000005
2132	26	46584178	0.0000006
2133	22	46584178	0.0000005
2134	32	46584178	0.0000007
2135	31	46584178	0.0000007
2136	24	46584178	0.0000005
2137	40	46584178	0.0000009
2138	21	46584178	0.0000005
2139	33	46584178	0.0000007
2140	28	46584178	0.0000006
2141	22	46584178	0.0000005
2142	25	46584178	0.0000005
2143	31	46584178	0.0000007
2144	34	46584178	0.0000007
2145	19	46584178	0.0000004
2146	21	46584178	0.0000005
2147	34	46584178	0.0000007
2148	24	46584178	0.0000005
2149	34	46584178	0.0000007
2150	31	46584178	0.0000007
2151	26	46584178	0.0000006
2152	35	46584178	0.0000008
2153	42	46584178	0.0000009
2154	29	46584178	0.0000006
2155	29	46584178	0.0000006
2156	26	46584178	0.0000006
2157	44	46584178	0.0000009
2158	35	46584178	0.0000008
2159	21	46584178	0.0000005
2160	25	46584178	0.0000005
2161	31	46584178	0.0000007
2162	26	46584178	0.0000006
2163	24	46584178	0.0000005
2164	19	46584178	0.0000004
2165	28	46584178	0.0000006
2166	32	46584178	0.0000007
2167	27	46584178	0.0000006
2168	21	46584178	0.0000005
2169	36	46584178	0.0000008
2170	19	46584178	0.0000004
2171	25	46584178	0.0000005
2172	24	46584178	0.0000005
2173	28	46584178	0.0000006
2174	25	46584178	0.0000005
2175	29	46584178	0.0000006
2176	22	46584178	0.0000005
2177	27	46584178	0.0000006
2178	36	46584178	0.0000008
2179	27	46584178	0.0000006
2180	16	46584178	0.0000003
2181	31	46584178	0.0000007
2182	23	46584178	0.0000005
2183	22	46584178	0.0000005
2184	32	46584178	0.0000007
2185	29	46584178	0.0000006
2186	27	46584178	0.0000006
2187	32	46584178	0.0000007
2188	25	46584178	0.0000005
2189	26	46584178	0.0000006
2190	20	46584178	0.0000004
2191	32	46584178	0.0000007
2192	29	46584178	0.0000006
2193	25	46584178	0.0000005
2194	26	46584178	0.0000006
2195	24	46584178	0.0000005
2196	20	46584178	0.0000004
2197	26	46584178	0.0000006
2198	35	46584178	0.0000008
2199	21	46584178	0.0000005
2200	24	46584178	0.0000005
2201	29	46584178	0.0000006
2202	19	46584178	0.0000004
2203	32	46584178	0.0000007
2204	42	46584178	0.0000009
2205	22	46584178	0.0000005
2206	34	46584178	0.0000007
2207	26	46584178	0.0000006
2208	20	46584178	0.0000004
2209	27	46584178	0.0000006
2210	27	46584178	0.0000006
2211	21	46584178	0.0000005
2212	30	46584178	0.0000006
2213	17	46584178	0.0000004
2214	28	46584178	0.0000006
2215	27	46584178	0.0000006
2216	31	46584178	0.0000007
2217	25	46584178	0.0000005
2218	28	46584178	0.0000006
2219	30	46584178	0.0000006
2220	22	46584178	0.0000005
2221	30	46584178	0.0000006
2222	24	46584178	0.0000005
2223	16	46584178	0.0000003
2224	15	46584178	0.0000003
2225	32	46584178	0.0000007
2226	22	46584178	0.0000005
2227	31	46584178	0.0000007
2228	24	46584178	0.0000005
2229	26	46584178	0.0000006
2230	29	46584178	0.0000006
2231	34	46584178	0.0000007
2232	37	46584178	0.0000008
2233	25	46584178	0.0000005
2234	31	46584178	0.0000007
2235	30	46584178	0.0000006
2236	28	46584178	0.0000006
2237	36	46584178	0.0000008
2238	20	46584178	0.0000004
2239	27	46584178	0.0000006
2240	20	46584178	0.0000004
2241	17	46584178	0.0000004
2242	30	46584178	0.0000006
2243	27	46584178	0.0000006
2244	21	46584178	0.0000005
2245	23	46584178	0.0000005
2246	24	46584178	0.0000005
2247	30	46584178	0.0000006
2248	34	46584178	0.0000007
2249	19	46584178	0.0000004
2250	17	46584178	0.0000004
2251	24	46584178	0.0000005
2252	19	46584178	0.0000004
2253	13	46584178	0.0000003
2254	13	46584178	0.0000003
2255	19	46584178	0.0000004
2256	15	46584178	0.0000003
2257	21	46584178	0.0000005
2258	17	46584178	0.0000004
2259	22	46584178	0.0000005
2260	25	46584178	0.0000005
2261	19	46584178	0.0000004
2262	17	46584178	0.0000004
2263	26	46584178	0.0000006
2264	25	46584178	0.0000005
2265	27	46584178	0.0000006
2266	12	46584178	0.0000003
2267	20	46584178	0.0000004
2268	25	46584178	0.0000005
2269	23	46584178	0.0000005
2270	17	46584178	0.0000004
2271	17	46584178	0.0000004
2272	18	46584178	0.0000004
2273	16	46584178	0.0000003
2274	23	46584178	0.0000005
2275	22	46584178	0.0000005
2276	16	46584178	0.0000003
2277	20	46584178	0.0000004
2278	24	46584178	0.0000005
2279	17	46584178	0.0000004
2280	17	46584178	0.0000004
2281	18	46584178	0.0000004
2282	20	46584178	0.0000004
2283	19	46584178	0.0000004
2284	19	46584178	0.0000004
2285	16	46584178	0.0000003
2286	12	46584178	0.0000003
2287	17	46584178	0.0000004
2288	22	46584178	0.0000005
2289	24	46584178	0.0000005
2290	15	46584178	0.0000003
2291	30	46584178	0.0000006
2292	20	46584178	0.0000004
2293	16	46584178	0.0000003
2294	25	46584178	0.0000005
2295	22	46584178	0.0000005
2296	20	46584178	0.0000004
2297	18	46584178	0.0000004
2298	19	46584178	0.0000004
2299	22	46584178	0.0000005
2300	19	46584178	0.0000004
2301	29	46584178	0.0000006
2302	22	46584178	0.0000005
2303	16	46584178	0.0000003
2304	19	46584178	0.0000004
2305	14	46584178	0.0000003
2306	16	46584178	0.0000003
2307	15	46584178	0.0000003
2308	23	46584178	0.0000005
2309	13	46584178	0.0000003
2310	12	46584178	0.0000003
2311	15	46584178	0.0000003
2312	23	46584178	0.0000005
2313	24	46584178	0.0000005
2314	25	46584178	0.0000005
2315	24	46584178	0.0000005
2316	14	46584178	0.0000003
2317	14	46584178	0.0000003
2318	24	46584178	0.0000005
2319	15	46584178	0.0000003
2320	13	46584178	0.0000003
2321	17	46584178	0.0000004
2322	19	46584178	0.0000004
2323	27	46584178	0.0000006
2324	31	46584178	0.0000007
2325	14	46584178	0.0000003
2326	15	46584178	0.0000003
2327	13	46584178	0.0000003
2328	17	46584178	0.0000004
2329	12	46584178	0.0000003
2330	14	46584178	0.0000003
2331	16	46584178	0.0000003
2332	20	46584178	0.0000004
2333	14	46584178	0.0000003
2334	11	46584178	0.0000002
2335	14	46584178	0.0000003
2336	15	46584178	0.0000003
2337	11	46584178	0.0000002
2338	15	46584178	0.0000003
2339	18	46584178	0.0000004
2340	16	46584178	0.0000003
2341	16	46584178	0.0000003
2342	22	46584178	0.0000005
2343	18	46584178	0.0000004
2344	15	46584178	0.0000003
2345	22	46584178	0.0000005
2346	17	46584178	0.0000004
2347	19	46584178	0.0000004
2348	18	46584178	0.0000004
2349	19	46584178	0.0000004
2350	10	46584178	0.0000002
2351	18	46584178	0.0000004
2352	22	46584178	0.0000005
2353	14	46584178	0.0000003
2354	18	46584178	0.0000004
2355	17	46584178	0.0000004
2356	21	46584178	0.0000005
2357	22	46584178	0.0000005
2358	15	46584178	0.0000003
2359	21	46584178	0.0000005
2360	14	46584178	0.0000003
2361	14	46584178	0.0000003
2362	13	46584178	0.0000003
2363	25	46584178	0.0000005
2364	21	46584178	0.0000005
2365	16	46584178	0.0000003
2366	18	46584178	0.0000004
2367	16	46584178	0.0000003
2368	24	46584178	0.0000005
2369	19	46584178	0.0000004
2370	16	46584178	0.0000003
2371	14	46584178	0.0000003
2372	26	46584178	0.0000006
2373	20	46584178	0.0000004
2374	17	46584178	0.0000004
2375	13	46584178	0.0000003
2376	13	46584178	0.0000003
2377	14	46584178	0.0000003
2378	15	46584178	0.0000003
2379	20	46584178	0.0000004
2380	18	46584178	0.0000004
2381	18	46584178	0.0000004
2382	15	46584178	0.0000003
2383	11	46584178	0.0000002
2384	14	46584178	0.0000003
2385	15	46584178	0.0000003
2386	16	46584178	0.0000003
2387	16	46584178	0.0000003
2388	14	46584178	0.0000003
2389	19	46584178	0.0000004
2390	19	46584178	0.0000004
2391	19	46584178	0.0000004
2392	17	46584178	0.0000004
2393	12	46584178	0.0000003
2394	11	46584178	0.0000002
2395	17	46584178	0.0000004
2396	8	46584178	0.0000002
2397	19	46584178	0.0000004
2398	13	46584178	0.0000003
2399	10	46584178	0.0000002
2400	11	46584178	0.0000002
2401	15	46584178	0.0000003
2402	13	46584178	0.0000003
2403	16	46584178	0.0000003
2404	17	46584178	0.0000004
2405	14	46584178	0.0000003
2406	14	46584178	0.0000003
2407	16	46584178	0.0000003
2408	20	46584178	0.0000004
2409	12	46584178	0.0000003
2410	12	46584178	0.0000003
2411	20	46584178	0.0000004
2412	18	46584178	0.0000004
2413	19	46584178	0.0000004
2414	23	46584178	0.0000005
2415	15	46584178	0.0000003
2416	8	46584178	0.0000002
2417	21	46584178	0.0000005
2418	13	46584178	0.0000003
2419	13	46584178	0.0000003
2420	21	46584178	0.0000005
2421	13	46584178	0.0000003
2422	19	46584178	0.0000004
2423	16	46584178	0.0000003
2424	16	46584178	0.0000003
2425	12	46584178	0.0000003
2426	19	46584178	0.0000004
2427	14	46584178	0.0000003
2428	15	46584178	0.0000003
2429	18	46584178	0.0000004
2430	24	46584178	0.0000005
2431	21	46584178	0.0000005
2432	16	46584178	0.0000003
2433	10	46584178	0.0000002
2434	20	46584178	0.0000004
2435	20	46584178	0.0000004
2436	19	46584178	0.0000004
2437	19	46584178	0.0000004
2438	20	46584178	0.0000004
2439	8	46584178	0.0000002
2440	15	46584178	0.0000003
2441	10	46584178	0.0000002
2442	27	46584178	0.0000006
2443	15	46584178	0.0000003
2444	13	46584178	0.0000003
2445	13	46584178	0.0000003
2446	16	46584178	0.0000003
2447	14	46584178	0.0000003
2448	14	46584178	0.0000003
2449	18	46584178	0.0000004
2450	14	46584178	0.0000003
2451	19	46584178	0.0000004
2452	22	46584178	0.0000005
2453	20	46584178	0.0000004
2454	22	46584178	0.0000005
2455	12	46584178	0.0000003
2456	19	46584178	0.0000004
2457	20	46584178	0.0000004
2458	13	46584178	0.0000003
2459	20	46584178	0.0000004
2460	16	46584178	0.0000003
2461	11	46584178	0.0000002
2462	13	46584178	0.0000003
2463	13	46584178	0.0000003
2464	16	46584178	0.0000003
2465	13	46584178	0.0000003
2466	19	46584178	0.0000004
2467	8	46584178	0.0000002
2468	18	46584178	0.0000004
2469	15	46584178	0.0000003
2470	12	46584178	0.0000003
2471	14	46584178	0.0000003
2472	17	46584178	0.0000004
2473	13	46584178	0.0000003
2474	18	46584178	0.0000004
2475	11	46584178	0.0000002
2476	11	46584178	0.0000002
2477	8	46584178	0.0000002
2478	20	46584178	0.0000004
2479	11	46584178	0.0000002
2480	18	46584178	0.0000004
2481	15	46584178	0.0000003
2482	12	46584178	0.0000003
2483	12	46584178	0.0000003
2484	10	46584178	0.0000002
2485	16	46584178	0.0000003
2486	14	46584178	0.0000003
2487	8	46584178	0.0000002
2488	16	46584178	0.0000003
2489	10	46584178	0.0000002
2490	15	46584178	0.0000003
2491	12	46584178	0.0000003
2492	13	46584178	0.0000003
2493	7	46584178	0.0000002
2494	11	46584178	0.0000002
2495	11	46584178	0.0000002
2496	17	46584178	0.0000004
2497	9	46584178	0.0000002
2498	16	46584178	0.0000003
2499	13	46584178	0.0000003
2500	16	46584178	0.0000003
2501	15	46584178	0.0000003
2502	7	46584178	0.0000002
2503	14	46584178	0.0000003
2504	11	46584178	0.0000002
2505	16	46584178	0.0000003
2506	11	46584178	0.0000002
2507	15	46584178	0.0000003
2508	18	46584178	0.0000004
2509	11	46584178	0.0000002
2510	18	46584178	0.0000004
2511	18	46584178	0.0000004
2512	13	46584178	0.0000003
2513	26	46584178	0.0000006
2514	10	46584178	0.0000002
2515	10	46584178	0.0000002
2516	15	46584178	0.0000003
2517	20	46584178	0.0000004
2518	10	46584178	0.0000002
2519	14	46584178	0.0000003
2520	10	46584178	0.0000002
2521	11	46584178	0.0000002
2522	13	46584178	0.0000003
2523	12	46584178	0.0000003
2524	10	46584178	0.0000002
2525	21	46584178	0.0000005
2526	11	46584178	0.0000002
2527	17	46584178	0.0000004
2528	13	46584178	0.0000003
2529	11	46584178	0.0000002
2530	11	46584178	0.0000002
2531	14	46584178	0.0000003
2532	12	46584178	0.0000003
2533	15	46584178	0.0000003
2534	19	46584178	0.0000004
2535	8	46584178	0.0000002
2536	18	46584178	0.0000004
2537	15	46584178	0.0000003
2538	16	46584178	0.0000003
2539	15	46584178	0.0000003
2540	16	46584178	0.0000003
2541	21	46584178	0.0000005
2542	25	46584178	0.0000005
2543	12	46584178	0.0000003
2544	8	46584178	0.0000002
2545	25	46584178	0.0000005
2546	15	46584178	0.0000003
2547	11	46584178	0.0000002
2548	16	46584178	0.0000003
2549	19	46584178	0.0000004
2550	5	46584178	0.0000001
2551	13	46584178	0.0000003
2552	10	46584178	0.0000002
2553	5	46584178	0.0000001
2554	8	46584178	0.0000002
2555	16	46584178	0.0000003
2556	4	46584178	0.0000001
2557	16	46584178	0.0000003
2558	11	46584178	0.0000002
2559	8	46584178	0.0000002
2560	14	46584178	0.0000003
2561	14	46584178	0.0000003
2562	13	46584178	0.0000003
2563	13	46584178	0.0000003
2564	12	46584178	0.0000003
2565	15	46584178	0.0000003
2566	12	46584178	0.0000003
2567	11	46584178	0.0000002
2568	15	46584178	0.0000003
2569	8	46584178	0.0000002
2570	13	46584178	0.0000003
2571	14	46584178	0.0000003
2572	18	46584178	0.0000004
2573	13	46584178	0.0000003
2574	12	46584178	0.0000003
2575	11	46584178	0.0000002
2576	18	46584178	0.0000004
2577	7	46584178	0.0000002
2578	17	46584178	0.0000004
2579	10	46584178	0.0000002
2580	10	46584178	0.0000002
2581	8	46584178	0.0000002
2582	5	46584178	0.0000001
2583	9	46584178	0.0000002
2584	14	46584178	0.0000003
2585	9	46584178	0.0000002
2586	10	46584178	0.0000002
2587	12	46584178	0.0000003
2588	10	46584178	0.0000002
2589	12	46584178	0.0000003
2590	15	46584178	0.0000003
2591	9	46584178	0.0000002
2592	16	46584178	0.0000003
2593	8	46584178	0.0000002
2594	11	46584178	0.0000002
2595	10	46584178	0.0000002
2596	11	46584178	0.0000002
2597	10	46584178	0.0000002
2598	7	46584178	0.0000002
2599	10	46584178	0.0000002
2600	10	46584178	0.0000002
2601	7	46584178	0.0000002
2602	11	46584178	0.0000002
2603	11	46584178	0.0000002
2604	7	46584178	0.0000002
2605	16	46584178	0.0000003
2606	16	46584178	0.0000003
2607	13	46584178	0.0000003
2608	10	46584178	0.0000002
2609	11	46584178	0.0000002
2610	12	46584178	0.0000003
2611	9	46584178	0.0000002
2612	8	46584178	0.0000002
2613	9	46584178	0.0000002
2614	14	46584178	0.0000003
2615	5	46584178	0.0000001
2616	15	46584178	0.0000003
2617	12	46584178	0.0000003
2618	14	46584178	0.0000003
2619	9	46584178	0.0000002
2620	13	46584178	0.0000003
2621	10	46584178	0.0000002
2622	11	46584178	0.0000002
2623	11	46584178	0.0000002
2624	11	46584178	0.0000002
2625	11	46584178	0.0000002
2626	10	46584178	0.0000002
2627	13	46584178	0.0000003
2628	14	46584178	0.0000003
2629	12	46584178	0.0000003
2630	14	46584178	0.0000003
2631	12	46584178	0.0000003
2632	13	46584178	0.0000003
2633	8	46584178	0.0000002
2634	10	46584178	0.0000002
2635	10	46584178	0.0000002
2636	12	46584178	0.0000003
2637	10	46584178	0.0000002
2638	15	46584178	0.0000003
2639	7	46584178	0.0000002
2640	9	46584178	0.0000002
2641	11	46584178	0.0000002
2642	10	46584178	0.0000002
2643	7	46584178	0.0000002
2644	10	46584178	0.0000002
2645	10	46584178	0.0000002
2646	9	46584178	0.0000002
2647	9	46584178	0.0000002
2648	11	46584178	0.0000002
2649	11	46584178	0.0000002
2650	10	46584178	0.0000002
2651	12	46584178	0.0000003
2652	18	46584178	0.0000004
2653	7	46584178	0.0000002
2654	17	46584178	0.0000004
2655	10	46584178	0.0000002
2656	12	46584178	0.0000003
2657	9	46584178	0.0000002
2658	15	46584178	0.0000003
2659	7	46584178	0.0000002
2660	10	46584178	0.0000002
2661	5	46584178	0.0000001
2662	15	46584178	0.0000003
2663	12	46584178	0.0000003
2664	5	46584178	0.0000001
2665	7	46584178	0.0000002
2666	5	46584178	0.0000001
2667	9	46584178	0.0000002
2668	14	46584178	0.0000003
2669	9	46584178	0.0000002
2670	12	46584178	0.0000003
2671	10	46584178	0.0000002
2672	11	46584178	0.0000002
2673	8	46584178	0.0000002
2674	17	46584178	0.0000004
2675	10	46584178	0.0000002
2676	10	46584178	0.0000002
2677	16	46584178	0.0000003
2678	11	46584178	0.0000002
2679	14	46584178	0.0000003
2680	8	46584178	0.0000002
2681	6	46584178	0.0000001
2682	6	46584178	0.0000001
2683	12	46584178	0.0000003
2684	10	46584178	0.0000002
2685	13	46584178	0.0000003
2686	15	46584178	0.0000003
2687	15	46584178	0.0000003
2688	8	46584178	0.0000002
2689	9	46584178	0.0000002
2690	6	46584178	0.0000001
2691	14	46584178	0.0000003
2692	9	46584178	0.0000002
2693	12	46584178	0.0000003
2694	5	46584178	0.0000001
2695	8	46584178	0.0000002
2696	7	46584178	0.0000002
2697	21	46584178	0.0000005
2698	16	46584178	0.0000003
2699	10	46584178	0.0000002
2700	10	46584178	0.0000002
2701	7	46584178	0.0000002
2702	16	46584178	0.0000003
2703	9	46584178	0.0000002
2704	12	46584178	0.0000003
2705	13	46584178	0.0000003
2706	15	46584178	0.0000003
2707	11	46584178	0.0000002
2708	12	46584178	0.0000003
2709	7	46584178	0.0000002
2710	19	46584178	0.0000004
2711	15	46584178	0.0000003
2712	13	46584178	0.0000003
2713	8	46584178	0.0000002
2714	18	46584178	0.0000004
2715	12	46584178	0.0000003
2716	10	46584178	0.0000002
2717	12	46584178	0.0000003
2718	13	46584178	0.0000003
2719	9	46584178	0.0000002
2720	12	46584178	0.0000003
2721	11	46584178	0.0000002
2722	9	46584178	0.0000002
2723	14	46584178	0.0000003
2724	12	46584178	0.0000003
2725	12	46584178	0.0000003
2726	15	46584178	0.0000003
2727	12	46584178	0.0000003
2728	8	46584178	0.0000002
2729	10	46584178	0.0000002
2730	12	46584178	0.0000003
2731	11	46584178	0.0000002
2732	7	46584178	0.0000002
2733	17	46584178	0.0000004
2734	9	46584178	0.0000002
2735	16	46584178	0.0000003
2736	15	46584178	0.0000003
2737	13	46584178	0.0000003
2738	11	46584178	0.0000002
2739	10	46584178	0.0000002
2740	9	46584178	0.0000002
2741	18	46584178	0.0000004
2742	13	46584178	0.0000003
2743	16	46584178	0.0000003
2744	14	46584178	0.0000003
2745	9	46584178	0.0000002
2746	10	46584178	0.0000002
2747	14	46584178	0.0000003
2748	11	46584178	0.0000002
2749	12	46584178	0.0000003
2750	12	46584178	0.0000003
2751	13	46584178	0.0000003
2752	8	46584178	0.0000002
2753	14	46584178	0.0000003
2754	12	46584178	0.0000003
2755	15	46584178	0.0000003
2756	11	46584178	0.0000002
2757	9	46584178	0.0000002
2758	13	46584178	0.0000003
2759	8	46584178	0.0000002
2760	11	46584178	0.0000002
2761	9	46584178	0.0000002
2762	7	46584178	0.0000002
2763	8	46584178	0.0000002
2764	9	46584178	0.0000002
2765	7	46584178	0.0000002
2766	9	46584178	0.0000002
2767	10	46584178	0.0000002
2768	11	46584178	0.0000002
2769	10	46584178	0.0000002
2770	8	46584178	0.0000002
2771	6	46584178	0.0000001
2772	11	46584178	0.0000002
2773	16	46584178	0.0000003
2774	11	46584178	0.0000002
2775	14	46584178	0.0000003
2776	17	46584178	0.0000004
2777	10	46584178	0.0000002
2778	21	46584178	0.0000005
2779	8	46584178	0.0000002
2780	11	46584178	0.0000002
2781	14	46584178	0.0000003
2782	13	46584178	0.0000003
2783	13	46584178	0.0000003
2784	8	46584178	0.0000002
2785	14	46584178	0.0000003
2786	11	46584178	0.0000002
2787	8	46584178	0.0000002
2788	11	46584178	0.0000002
2789	9	46584178	0.0000002
2790	8	46584178	0.0000002
2791	12	46584178	0.0000003
2792	8	46584178	0.0000002
2793	10	46584178	0.0000002
2794	10	46584178	0.0000002
2795	16	46584178	0.0000003
2796	10	46584178	0.0000002
2797	13	46584178	0.0000003
2798	9	46584178	0.0000002
2799	10	46584178	0.0000002
2800	9	46584178	0.0000002
2801	14	46584178	0.0000003
2802	15	46584178	0.0000003
