depth	# bases at depth	size of A	% of A at depth
936	611	46584178	0.0000131
937	591	46584178	0.0000127
938	622	46584178	0.0000134
939	642	46584178	0.0000138
940	649	46584178	0.0000139
941	669	46584178	0.0000144
942	682	46584178	0.0000146
943	647	46584178	0.0000139
944	588	46584178	0.0000126
945	641	46584178	0.0000138
946	661	46584178	0.0000142
947	620	46584178	0.0000133
948	596	46584178	0.0000128
949	581	46584178	0.0000125
950	593	46584178	0.0000127
951	650	46584178	0.0000140
952	641	46584178	0.0000138
953	575	46584178	0.0000123
954	591	46584178	0.0000127
955	648	46584178	0.0000139
956	598	46584178	0.0000128
957	570	46584178	0.0000122
958	626	46584178	0.0000134
959	573	46584178	0.0000123
960	566	46584178	0.0000122
961	584	46584178	0.0000125
962	593	46584178	0.0000127
963	526	46584178	0.0000113
964	538	46584178	0.0000115
965	569	46584178	0.0000122
966	571	46584178	0.0000123
967	557	46584178	0.0000120
968	604	46584178	0.0000130
969	515	46584178	0.0000111
970	557	46584178	0.0000120
971	581	46584178	0.0000125
972	554	46584178	0.0000119
973	584	46584178	0.0000125
974	560	46584178	0.0000120
975	521	46584178	0.0000112
976	494	46584178	0.0000106
977	538	46584178	0.0000115
978	545	46584178	0.0000117
979	553	46584178	0.0000119
980	547	46584178	0.0000117
981	493	46584178	0.0000106
982	541	46584178	0.0000116
983	465	46584178	0.0000100
984	481	46584178	0.0000103
985	544	46584178	0.0000117
986	533	46584178	0.0000114
987	496	46584178	0.0000106
988	495	46584178	0.0000106
989	492	46584178	0.0000106
990	503	46584178	0.0000108
991	460	46584178	0.0000099
992	484	46584178	0.0000104
993	486	46584178	0.0000104
994	501	46584178	0.0000108
995	511	46584178	0.0000110
996	523	46584178	0.0000112
997	544	46584178	0.0000117
998	469	46584178	0.0000101
999	497	46584178	0.0000107
1000	491	46584178	0.0000105
1001	493	46584178	0.0000106
1002	519	46584178	0.0000111
1003	445	46584178	0.0000096
1004	532	46584178	0.0000114
1005	518	46584178	0.0000111
1006	496	46584178	0.0000106
1007	484	46584178	0.0000104
1008	459	46584178	0.0000099
1009	477	46584178	0.0000102
1010	468	46584178	0.0000100
1011	450	46584178	0.0000097
1012	471	46584178	0.0000101
1013	442	46584178	0.0000095
1014	454	46584178	0.0000097
1015	468	46584178	0.0000100
1016	464	46584178	0.0000100
1017	479	46584178	0.0000103
1018	452	46584178	0.0000097
1019	483	46584178	0.0000104
1020	453	46584178	0.0000097
1021	476	46584178	0.0000102
1022	481	46584178	0.0000103
1023	461	46584178	0.0000099
1024	446	46584178	0.0000096
1025	446	46584178	0.0000096
1026	450	46584178	0.0000097
1027	448	46584178	0.0000096
1028	426	46584178	0.0000091
1029	420	46584178	0.0000090
1030	419	46584178	0.0000090
1031	473	46584178	0.0000102
1032	457	46584178	0.0000098
1033	411	46584178	0.0000088
1034	476	46584178	0.0000102
1035	456	46584178	0.0000098
1036	464	46584178	0.0000100
1037	478	46584178	0.0000103
1038	419	46584178	0.0000090
1039	487	46584178	0.0000105
1040	428	46584178	0.0000092
1041	411	46584178	0.0000088
1042	412	46584178	0.0000088
1043	428	46584178	0.0000092
1044	429	46584178	0.0000092
1045	427	46584178	0.0000092
1046	421	46584178	0.0000090
1047	401	46584178	0.0000086
1048	419	46584178	0.0000090
1049	397	46584178	0.0000085
1050	397	46584178	0.0000085
1051	401	46584178	0.0000086
1052	405	46584178	0.0000087
1053	364	46584178	0.0000078
1054	405	46584178	0.0000087
1055	410	46584178	0.0000088
1056	414	46584178	0.0000089
1057	441	46584178	0.0000095
1058	377	46584178	0.0000081
1059	408	46584178	0.0000088
1060	434	46584178	0.0000093
1061	438	46584178	0.0000094
1062	375	46584178	0.0000080
1063	427	46584178	0.0000092
1064	452	46584178	0.0000097
1065	393	46584178	0.0000084
1066	418	46584178	0.0000090
1067	408	46584178	0.0000088
1068	399	46584178	0.0000086
1069	407	46584178	0.0000087
1070	410	46584178	0.0000088
1071	438	46584178	0.0000094
1072	407	46584178	0.0000087
1073	395	46584178	0.0000085
1074	402	46584178	0.0000086
1075	407	46584178	0.0000087
1076	367	46584178	0.0000079
1077	424	46584178	0.0000091
1078	374	46584178	0.0000080
1079	384	46584178	0.0000082
1080	430	46584178	0.0000092
1081	433	46584178	0.0000093
1082	386	46584178	0.0000083
1083	397	46584178	0.0000085
1084	385	46584178	0.0000083
1085	406	46584178	0.0000087
1086	391	46584178	0.0000084
1087	362	46584178	0.0000078
1088	425	46584178	0.0000091
1089	366	46584178	0.0000079
1090	420	46584178	0.0000090
1091	390	46584178	0.0000084
1092	394	46584178	0.0000085
1093	388	46584178	0.0000083
1094	389	46584178	0.0000084
1095	360	46584178	0.0000077
1096	399	46584178	0.0000086
1097	369	46584178	0.0000079
1098	418	46584178	0.0000090
1099	401	46584178	0.0000086
1100	400	46584178	0.0000086
1101	370	46584178	0.0000079
1102	390	46584178	0.0000084
1103	368	46584178	0.0000079
1104	375	46584178	0.0000080
1105	363	46584178	0.0000078
1106	401	46584178	0.0000086
1107	347	46584178	0.0000074
1108	376	46584178	0.0000081
1109	379	46584178	0.0000081
1110	389	46584178	0.0000084
1111	357	46584178	0.0000077
1112	375	46584178	0.0000080
1113	341	46584178	0.0000073
1114	362	46584178	0.0000078
1115	308	46584178	0.0000066
1116	320	46584178	0.0000069
1117	337	46584178	0.0000072
1118	360	46584178	0.0000077
1119	328	46584178	0.0000070
1120	305	46584178	0.0000065
1121	327	46584178	0.0000070
1122	342	46584178	0.0000073
1123	354	46584178	0.0000076
1124	322	46584178	0.0000069
1125	313	46584178	0.0000067
1126	340	46584178	0.0000073
1127	334	46584178	0.0000072
1128	302	46584178	0.0000065
1129	329	46584178	0.0000071
1130	318	46584178	0.0000068
1131	338	46584178	0.0000073
1132	333	46584178	0.0000071
1133	307	46584178	0.0000066
1134	329	46584178	0.0000071
1135	299	46584178	0.0000064
1136	368	46584178	0.0000079
1137	316	46584178	0.0000068
1138	285	46584178	0.0000061
1139	387	46584178	0.0000083
1140	328	46584178	0.0000070
1141	315	46584178	0.0000068
1142	303	46584178	0.0000065
1143	333	46584178	0.0000071
1144	297	46584178	0.0000064
1145	304	46584178	0.0000065
1146	313	46584178	0.0000067
1147	311	46584178	0.0000067
1148	270	46584178	0.0000058
1149	298	46584178	0.0000064
1150	319	46584178	0.0000068
1151	313	46584178	0.0000067
1152	289	46584178	0.0000062
1153	345	46584178	0.0000074
1154	301	46584178	0.0000065
1155	286	46584178	0.0000061
1156	307	46584178	0.0000066
1157	326	46584178	0.0000070
1158	327	46584178	0.0000070
1159	295	46584178	0.0000063
1160	282	46584178	0.0000061
1161	300	46584178	0.0000064
1162	319	46584178	0.0000068
1163	324	46584178	0.0000070
1164	329	46584178	0.0000071
1165	277	46584178	0.0000059
1166	333	46584178	0.0000071
1167	344	46584178	0.0000074
1168	291	46584178	0.0000062
1169	288	46584178	0.0000062
1170	330	46584178	0.0000071
1171	311	46584178	0.0000067
1172	297	46584178	0.0000064
1173	281	46584178	0.0000060
1174	278	46584178	0.0000060
1175	336	46584178	0.0000072
1176	292	46584178	0.0000063
1177	289	46584178	0.0000062
1178	250	46584178	0.0000054
1179	293	46584178	0.0000063
1180	290	46584178	0.0000062
1181	289	46584178	0.0000062
1182	281	46584178	0.0000060
1183	303	46584178	0.0000065
1184	280	46584178	0.0000060
1185	271	46584178	0.0000058
1186	289	46584178	0.0000062
1187	268	46584178	0.0000058
1188	231	46584178	0.0000050
1189	270	46584178	0.0000058
1190	251	46584178	0.0000054
1191	285	46584178	0.0000061
1192	234	46584178	0.0000050
1193	275	46584178	0.0000059
1194	260	46584178	0.0000056
1195	292	46584178	0.0000063
1196	259	46584178	0.0000056
1197	277	46584178	0.0000059
1198	273	46584178	0.0000059
1199	254	46584178	0.0000055
1200	279	46584178	0.0000060
1201	260	46584178	0.0000056
1202	263	46584178	0.0000056
1203	271	46584178	0.0000058
1204	250	46584178	0.0000054
1205	242	46584178	0.0000052
1206	257	46584178	0.0000055
1207	268	46584178	0.0000058
1208	282	46584178	0.0000061
1209	246	46584178	0.0000053
1210	262	46584178	0.0000056
1211	265	46584178	0.0000057
1212	263	46584178	0.0000056
1213	240	46584178	0.0000052
1214	209	46584178	0.0000045
1215	234	46584178	0.0000050
1216	229	46584178	0.0000049
1217	254	46584178	0.0000055
1218	233	46584178	0.0000050
1219	257	46584178	0.0000055
1220	196	46584178	0.0000042
1221	239	46584178	0.0000051
1222	229	46584178	0.0000049
1223	233	46584178	0.0000050
1224	212	46584178	0.0000046
1225	262	46584178	0.0000056
1226	254	46584178	0.0000055
1227	233	46584178	0.0000050
1228	241	46584178	0.0000052
1229	258	46584178	0.0000055
1230	246	46584178	0.0000053
1231	221	46584178	0.0000047
1232	214	46584178	0.0000046
1233	257	46584178	0.0000055
1234	214	46584178	0.0000046
1235	214	46584178	0.0000046
1236	267	46584178	0.0000057
1237	252	46584178	0.0000054
1238	252	46584178	0.0000054
1239	226	46584178	0.0000049
1240	214	46584178	0.0000046
1241	204	46584178	0.0000044
1242	221	46584178	0.0000047
1243	219	46584178	0.0000047
1244	235	46584178	0.0000050
1245	198	46584178	0.0000043
1246	248	46584178	0.0000053
1247	218	46584178	0.0000047
1248	242	46584178	0.0000052
1249	232	46584178	0.0000050
1250	229	46584178	0.0000049
1251	265	46584178	0.0000057
1252	212	46584178	0.0000046
1253	253	46584178	0.0000054
1254	216	46584178	0.0000046
1255	222	46584178	0.0000048
1256	227	46584178	0.0000049
1257	222	46584178	0.0000048
1258	241	46584178	0.0000052
1259	242	46584178	0.0000052
1260	241	46584178	0.0000052
1261	228	46584178	0.0000049
1262	214	46584178	0.0000046
1263	235	46584178	0.0000050
1264	249	46584178	0.0000053
1265	206	46584178	0.0000044
1266	227	46584178	0.0000049
1267	251	46584178	0.0000054
1268	230	46584178	0.0000049
1269	209	46584178	0.0000045
1270	221	46584178	0.0000047
1271	215	46584178	0.0000046
1272	236	46584178	0.0000051
1273	186	46584178	0.0000040
1274	224	46584178	0.0000048
1275	204	46584178	0.0000044
1276	209	46584178	0.0000045
1277	222	46584178	0.0000048
1278	231	46584178	0.0000050
1279	223	46584178	0.0000048
1280	239	46584178	0.0000051
1281	233	46584178	0.0000050
1282	192	46584178	0.0000041
1283	201	46584178	0.0000043
1284	210	46584178	0.0000045
1285	177	46584178	0.0000038
1286	241	46584178	0.0000052
1287	207	46584178	0.0000044
1288	223	46584178	0.0000048
1289	217	46584178	0.0000047
1290	196	46584178	0.0000042
1291	214	46584178	0.0000046
1292	213	46584178	0.0000046
1293	180	46584178	0.0000039
1294	202	46584178	0.0000043
1295	216	46584178	0.0000046
1296	204	46584178	0.0000044
1297	172	46584178	0.0000037
1298	184	46584178	0.0000039
1299	217	46584178	0.0000047
1300	197	46584178	0.0000042
1301	192	46584178	0.0000041
1302	200	46584178	0.0000043
1303	214	46584178	0.0000046
1304	196	46584178	0.0000042
1305	226	46584178	0.0000049
1306	179	46584178	0.0000038
1307	195	46584178	0.0000042
1308	186	46584178	0.0000040
1309	220	46584178	0.0000047
1310	202	46584178	0.0000043
1311	187	46584178	0.0000040
1312	210	46584178	0.0000045
1313	215	46584178	0.0000046
1314	169	46584178	0.0000036
1315	180	46584178	0.0000039
1316	207	46584178	0.0000044
1317	197	46584178	0.0000042
1318	183	46584178	0.0000039
1319	188	46584178	0.0000040
1320	188	46584178	0.0000040
1321	186	46584178	0.0000040
1322	189	46584178	0.0000041
1323	201	46584178	0.0000043
1324	183	46584178	0.0000039
1325	203	46584178	0.0000044
1326	199	46584178	0.0000043
1327	208	46584178	0.0000045
1328	216	46584178	0.0000046
1329	177	46584178	0.0000038
1330	213	46584178	0.0000046
1331	202	46584178	0.0000043
1332	173	46584178	0.0000037
1333	170	46584178	0.0000036
1334	196	46584178	0.0000042
1335	208	46584178	0.0000045
1336	186	46584178	0.0000040
1337	165	46584178	0.0000035
1338	198	46584178	0.0000043
1339	170	46584178	0.0000036
1340	175	46584178	0.0000038
1341	155	46584178	0.0000033
1342	204	46584178	0.0000044
1343	175	46584178	0.0000038
1344	179	46584178	0.0000038
1345	174	46584178	0.0000037
1346	192	46584178	0.0000041
1347	168	46584178	0.0000036
1348	152	46584178	0.0000033
1349	161	46584178	0.0000035
1350	162	46584178	0.0000035
1351	157	46584178	0.0000034
1352	179	46584178	0.0000038
1353	161	46584178	0.0000035
1354	161	46584178	0.0000035
1355	164	46584178	0.0000035
1356	185	46584178	0.0000040
1357	162	46584178	0.0000035
1358	175	46584178	0.0000038
1359	165	46584178	0.0000035
1360	150	46584178	0.0000032
1361	181	46584178	0.0000039
1362	171	46584178	0.0000037
1363	174	46584178	0.0000037
1364	170	46584178	0.0000036
1365	193	46584178	0.0000041
1366	167	46584178	0.0000036
1367	181	46584178	0.0000039
1368	195	46584178	0.0000042
1369	169	46584178	0.0000036
1370	196	46584178	0.0000042
1371	179	46584178	0.0000038
1372	157	46584178	0.0000034
1373	164	46584178	0.0000035
1374	172	46584178	0.0000037
1375	162	46584178	0.0000035
1376	167	46584178	0.0000036
1377	174	46584178	0.0000037
1378	156	46584178	0.0000033
1379	144	46584178	0.0000031
1380	148	46584178	0.0000032
1381	125	46584178	0.0000027
1382	143	46584178	0.0000031
1383	136	46584178	0.0000029
1384	152	46584178	0.0000033
1385	137	46584178	0.0000029
1386	130	46584178	0.0000028
1387	130	46584178	0.0000028
1388	138	46584178	0.0000030
1389	154	46584178	0.0000033
1390	136	46584178	0.0000029
1391	167	46584178	0.0000036
1392	153	46584178	0.0000033
1393	127	46584178	0.0000027
1394	154	46584178	0.0000033
1395	137	46584178	0.0000029
1396	139	46584178	0.0000030
1397	143	46584178	0.0000031
1398	151	46584178	0.0000032
1399	141	46584178	0.0000030
1400	136	46584178	0.0000029
1401	162	46584178	0.0000035
1402	158	46584178	0.0000034
1403	152	46584178	0.0000033
1404	124	46584178	0.0000027
1405	131	46584178	0.0000028
1406	131	46584178	0.0000028
1407	135	46584178	0.0000029
1408	124	46584178	0.0000027
1409	132	46584178	0.0000028
1410	131	46584178	0.0000028
1411	139	46584178	0.0000030
1412	115	46584178	0.0000025
1413	143	46584178	0.0000031
1414	138	46584178	0.0000030
1415	147	46584178	0.0000032
1416	141	46584178	0.0000030
1417	132	46584178	0.0000028
1418	132	46584178	0.0000028
1419	167	46584178	0.0000036
1420	145	46584178	0.0000031
1421	146	46584178	0.0000031
1422	140	46584178	0.0000030
1423	110	46584178	0.0000024
1424	145	46584178	0.0000031
1425	137	46584178	0.0000029
1426	140	46584178	0.0000030
1427	131	46584178	0.0000028
1428	142	46584178	0.0000030
1429	144	46584178	0.0000031
1430	111	46584178	0.0000024
1431	144	46584178	0.0000031
1432	122	46584178	0.0000026
1433	134	46584178	0.0000029
1434	155	46584178	0.0000033
1435	154	46584178	0.0000033
1436	148	46584178	0.0000032
1437	145	46584178	0.0000031
1438	140	46584178	0.0000030
1439	145	46584178	0.0000031
1440	134	46584178	0.0000029
1441	127	46584178	0.0000027
1442	118	46584178	0.0000025
1443	152	46584178	0.0000033
1444	163	46584178	0.0000035
1445	163	46584178	0.0000035
1446	156	46584178	0.0000033
1447	137	46584178	0.0000029
1448	142	46584178	0.0000030
1449	127	46584178	0.0000027
1450	141	46584178	0.0000030
1451	126	46584178	0.0000027
1452	126	46584178	0.0000027
1453	166	46584178	0.0000036
1454	147	46584178	0.0000032
1455	136	46584178	0.0000029
1456	121	46584178	0.0000026
1457	144	46584178	0.0000031
1458	117	46584178	0.0000025
1459	144	46584178	0.0000031
1460	128	46584178	0.0000027
1461	135	46584178	0.0000029
1462	137	46584178	0.0000029
1463	130	46584178	0.0000028
1464	140	46584178	0.0000030
1465	136	46584178	0.0000029
1466	117	46584178	0.0000025
1467	139	46584178	0.0000030
1468	127	46584178	0.0000027
1469	128	46584178	0.0000027
1470	136	46584178	0.0000029
1471	122	46584178	0.0000026
1472	102	46584178	0.0000022
1473	131	46584178	0.0000028
1474	121	46584178	0.0000026
1475	120	46584178	0.0000026
1476	115	46584178	0.0000025
1477	114	46584178	0.0000024
1478	124	46584178	0.0000027
1479	137	46584178	0.0000029
1480	98	46584178	0.0000021
1481	118	46584178	0.0000025
1482	144	46584178	0.0000031
1483	104	46584178	0.0000022
1484	122	46584178	0.0000026
1485	127	46584178	0.0000027
1486	111	46584178	0.0000024
1487	121	46584178	0.0000026
1488	105	46584178	0.0000023
1489	102	46584178	0.0000022
1490	101	46584178	0.0000022
1491	118	46584178	0.0000025
1492	105	46584178	0.0000023
1493	131	46584178	0.0000028
1494	133	46584178	0.0000029
1495	101	46584178	0.0000022
1496	104	46584178	0.0000022
1497	106	46584178	0.0000023
1498	107	46584178	0.0000023
1499	117	46584178	0.0000025
1500	105	46584178	0.0000023
1501	118	46584178	0.0000025
1502	107	46584178	0.0000023
1503	106	46584178	0.0000023
1504	115	46584178	0.0000025
1505	113	46584178	0.0000024
1506	90	46584178	0.0000019
1507	121	46584178	0.0000026
1508	141	46584178	0.0000030
1509	125	46584178	0.0000027
1510	101	46584178	0.0000022
1511	97	46584178	0.0000021
1512	118	46584178	0.0000025
1513	120	46584178	0.0000026
1514	110	46584178	0.0000024
1515	102	46584178	0.0000022
1516	117	46584178	0.0000025
1517	115	46584178	0.0000025
1518	104	46584178	0.0000022
1519	112	46584178	0.0000024
1520	119	46584178	0.0000026
1521	89	46584178	0.0000019
1522	97	46584178	0.0000021
1523	110	46584178	0.0000024
1524	105	46584178	0.0000023
1525	110	46584178	0.0000024
1526	123	46584178	0.0000026
1527	114	46584178	0.0000024
1528	103	46584178	0.0000022
1529	106	46584178	0.0000023
1530	110	46584178	0.0000024
1531	106	46584178	0.0000023
1532	112	46584178	0.0000024
1533	102	46584178	0.0000022
1534	101	46584178	0.0000022
1535	95	46584178	0.0000020
1536	111	46584178	0.0000024
1537	112	46584178	0.0000024
1538	113	46584178	0.0000024
1539	81	46584178	0.0000017
1540	109	46584178	0.0000023
1541	91	46584178	0.0000020
1542	115	46584178	0.0000025
1543	96	46584178	0.0000021
1544	84	46584178	0.0000018
1545	87	46584178	0.0000019
1546	104	46584178	0.0000022
1547	90	46584178	0.0000019
1548	109	46584178	0.0000023
1549	85	46584178	0.0000018
1550	94	46584178	0.0000020
1551	80	46584178	0.0000017
1552	92	46584178	0.0000020
1553	105	46584178	0.0000023
1554	99	46584178	0.0000021
1555	102	46584178	0.0000022
1556	90	46584178	0.0000019
1557	112	46584178	0.0000024
1558	75	46584178	0.0000016
1559	107	46584178	0.0000023
1560	85	46584178	0.0000018
1561	118	46584178	0.0000025
1562	107	46584178	0.0000023
1563	102	46584178	0.0000022
1564	117	46584178	0.0000025
1565	89	46584178	0.0000019
1566	90	46584178	0.0000019
1567	86	46584178	0.0000018
1568	93	46584178	0.0000020
1569	107	46584178	0.0000023
1570	75	46584178	0.0000016
1571	87	46584178	0.0000019
1572	94	46584178	0.0000020
1573	91	46584178	0.0000020
1574	81	46584178	0.0000017
1575	85	46584178	0.0000018
1576	98	46584178	0.0000021
1577	81	46584178	0.0000017
1578	112	46584178	0.0000024
1579	79	46584178	0.0000017
1580	93	46584178	0.0000020
1581	117	46584178	0.0000025
1582	97	46584178	0.0000021
1583	97	46584178	0.0000021
1584	105	46584178	0.0000023
1585	74	46584178	0.0000016
1586	85	46584178	0.0000018
1587	74	46584178	0.0000016
1588	88	46584178	0.0000019
1589	80	46584178	0.0000017
1590	76	46584178	0.0000016
1591	80	46584178	0.0000017
1592	99	46584178	0.0000021
1593	102	46584178	0.0000022
1594	82	46584178	0.0000018
1595	65	46584178	0.0000014
1596	92	46584178	0.0000020
1597	73	46584178	0.0000016
1598	97	46584178	0.0000021
1599	82	46584178	0.0000018
1600	90	46584178	0.0000019
1601	85	46584178	0.0000018
1602	81	46584178	0.0000017
1603	90	46584178	0.0000019
1604	71	46584178	0.0000015
1605	95	46584178	0.0000020
1606	82	46584178	0.0000018
1607	89	46584178	0.0000019
1608	93	46584178	0.0000020
1609	109	46584178	0.0000023
1610	99	46584178	0.0000021
1611	91	46584178	0.0000020
1612	81	46584178	0.0000017
1613	86	46584178	0.0000018
1614	87	46584178	0.0000019
1615	80	46584178	0.0000017
1616	78	46584178	0.0000017
1617	80	46584178	0.0000017
1618	108	46584178	0.0000023
1619	100	46584178	0.0000021
1620	87	46584178	0.0000019
1621	82	46584178	0.0000018
1622	100	46584178	0.0000021
1623	91	46584178	0.0000020
1624	91	46584178	0.0000020
1625	96	46584178	0.0000021
1626	95	46584178	0.0000020
1627	94	46584178	0.0000020
1628	94	46584178	0.0000020
1629	90	46584178	0.0000019
1630	115	46584178	0.0000025
1631	94	46584178	0.0000020
1632	81	46584178	0.0000017
1633	77	46584178	0.0000017
1634	90	46584178	0.0000019
1635	102	46584178	0.0000022
1636	82	46584178	0.0000018
1637	87	46584178	0.0000019
1638	80	46584178	0.0000017
1639	80	46584178	0.0000017
1640	92	46584178	0.0000020
1641	75	46584178	0.0000016
1642	76	46584178	0.0000016
1643	66	46584178	0.0000014
1644	72	46584178	0.0000015
1645	76	46584178	0.0000016
1646	97	46584178	0.0000021
1647	80	46584178	0.0000017
1648	81	46584178	0.0000017
1649	82	46584178	0.0000018
1650	86	46584178	0.0000018
1651	76	46584178	0.0000016
1652	77	46584178	0.0000017
1653	95	46584178	0.0000020
1654	83	46584178	0.0000018
1655	79	46584178	0.0000017
1656	81	46584178	0.0000017
1657	88	46584178	0.0000019
1658	74	46584178	0.0000016
1659	83	46584178	0.0000018
1660	77	46584178	0.0000017
1661	66	46584178	0.0000014
1662	76	46584178	0.0000016
1663	94	46584178	0.0000020
1664	61	46584178	0.0000013
1665	88	46584178	0.0000019
1666	74	46584178	0.0000016
1667	89	46584178	0.0000019
1668	54	46584178	0.0000012
1669	90	46584178	0.0000019
1670	75	46584178	0.0000016
1671	81	46584178	0.0000017
1672	75	46584178	0.0000016
1673	59	46584178	0.0000013
1674	85	46584178	0.0000018
1675	75	46584178	0.0000016
1676	74	46584178	0.0000016
1677	75	46584178	0.0000016
1678	73	46584178	0.0000016
1679	82	46584178	0.0000018
1680	83	46584178	0.0000018
1681	70	46584178	0.0000015
1682	79	46584178	0.0000017
1683	72	46584178	0.0000015
1684	78	46584178	0.0000017
1685	73	46584178	0.0000016
1686	73	46584178	0.0000016
1687	75	46584178	0.0000016
1688	91	46584178	0.0000020
1689	70	46584178	0.0000015
1690	81	46584178	0.0000017
1691	85	46584178	0.0000018
1692	81	46584178	0.0000017
1693	90	46584178	0.0000019
1694	80	46584178	0.0000017
1695	68	46584178	0.0000015
1696	80	46584178	0.0000017
1697	69	46584178	0.0000015
1698	56	46584178	0.0000012
1699	72	46584178	0.0000015
1700	75	46584178	0.0000016
1701	68	46584178	0.0000015
1702	77	46584178	0.0000017
1703	76	46584178	0.0000016
1704	86	46584178	0.0000018
1705	76	46584178	0.0000016
1706	70	46584178	0.0000015
1707	68	46584178	0.0000015
1708	74	46584178	0.0000016
1709	68	46584178	0.0000015
1710	66	46584178	0.0000014
1711	64	46584178	0.0000014
1712	75	46584178	0.0000016
1713	78	46584178	0.0000017
1714	70	46584178	0.0000015
1715	70	46584178	0.0000015
1716	68	46584178	0.0000015
1717	77	46584178	0.0000017
1718	51	46584178	0.0000011
1719	65	46584178	0.0000014
1720	51	46584178	0.0000011
1721	63	46584178	0.0000014
1722	61	46584178	0.0000013
1723	70	46584178	0.0000015
1724	69	46584178	0.0000015
1725	48	46584178	0.0000010
1726	63	46584178	0.0000014
1727	58	46584178	0.0000012
1728	61	46584178	0.0000013
1729	65	46584178	0.0000014
1730	59	46584178	0.0000013
1731	48	46584178	0.0000010
1732	63	46584178	0.0000014
1733	65	46584178	0.0000014
1734	68	46584178	0.0000015
1735	56	46584178	0.0000012
1736	70	46584178	0.0000015
1737	54	46584178	0.0000012
1738	53	46584178	0.0000011
1739	57	46584178	0.0000012
1740	52	46584178	0.0000011
1741	57	46584178	0.0000012
1742	72	46584178	0.0000015
1743	65	46584178	0.0000014
1744	75	46584178	0.0000016
1745	51	46584178	0.0000011
1746	72	46584178	0.0000015
1747	58	46584178	0.0000012
1748	55	46584178	0.0000012
1749	55	46584178	0.0000012
1750	67	46584178	0.0000014
1751	66	46584178	0.0000014
1752	64	46584178	0.0000014
1753	61	46584178	0.0000013
1754	59	46584178	0.0000013
1755	59	46584178	0.0000013
1756	52	46584178	0.0000011
1757	52	46584178	0.0000011
1758	63	46584178	0.0000014
1759	51	46584178	0.0000011
1760	58	46584178	0.0000012
1761	56	46584178	0.0000012
1762	53	46584178	0.0000011
1763	59	46584178	0.0000013
1764	60	46584178	0.0000013
1765	61	46584178	0.0000013
1766	49	46584178	0.0000011
1767	46	46584178	0.0000010
1768	53	46584178	0.0000011
1769	54	46584178	0.0000012
1770	54	46584178	0.0000012
1771	68	46584178	0.0000015
1772	58	46584178	0.0000012
1773	55	46584178	0.0000012
1774	59	46584178	0.0000013
1775	51	46584178	0.0000011
1776	56	46584178	0.0000012
1777	43	46584178	0.0000009
1778	56	46584178	0.0000012
1779	46	46584178	0.0000010
1780	52	46584178	0.0000011
1781	64	46584178	0.0000014
1782	67	46584178	0.0000014
1783	61	46584178	0.0000013
1784	59	46584178	0.0000013
1785	55	46584178	0.0000012
1786	60	46584178	0.0000013
1787	64	46584178	0.0000014
1788	70	46584178	0.0000015
1789	62	46584178	0.0000013
1790	57	46584178	0.0000012
1791	49	46584178	0.0000011
1792	62	46584178	0.0000013
1793	48	46584178	0.0000010
1794	54	46584178	0.0000012
1795	75	46584178	0.0000016
1796	62	46584178	0.0000013
1797	56	46584178	0.0000012
1798	55	46584178	0.0000012
1799	77	46584178	0.0000017
1800	42	46584178	0.0000009
1801	69	46584178	0.0000015
1802	53	46584178	0.0000011
1803	47	46584178	0.0000010
1804	61	46584178	0.0000013
1805	57	46584178	0.0000012
1806	41	46584178	0.0000009
1807	60	46584178	0.0000013
1808	61	46584178	0.0000013
1809	70	46584178	0.0000015
1810	48	46584178	0.0000010
1811	50	46584178	0.0000011
1812	57	46584178	0.0000012
1813	47	46584178	0.0000010
1814	53	46584178	0.0000011
1815	61	46584178	0.0000013
1816	59	46584178	0.0000013
1817	53	46584178	0.0000011
1818	74	46584178	0.0000016
1819	50	46584178	0.0000011
1820	35	46584178	0.0000008
1821	48	46584178	0.0000010
1822	54	46584178	0.0000012
1823	44	46584178	0.0000009
1824	39	46584178	0.0000008
1825	53	46584178	0.0000011
1826	57	46584178	0.0000012
1827	53	46584178	0.0000011
1828	59	46584178	0.0000013
1829	59	46584178	0.0000013
1830	54	46584178	0.0000012
1831	59	46584178	0.0000013
1832	43	46584178	0.0000009
1833	48	46584178	0.0000010
1834	57	46584178	0.0000012
1835	52	46584178	0.0000011
1836	44	46584178	0.0000009
1837	45	46584178	0.0000010
1838	50	46584178	0.0000011
1839	47	46584178	0.0000010
1840	40	46584178	0.0000009
1841	64	46584178	0.0000014
1842	49	46584178	0.0000011
1843	48	46584178	0.0000010
1844	38	46584178	0.0000008
1845	53	46584178	0.0000011
1846	42	46584178	0.0000009
1847	47	46584178	0.0000010
1848	57	46584178	0.0000012
1849	61	46584178	0.0000013
1850	53	46584178	0.0000011
1851	65	46584178	0.0000014
1852	48	46584178	0.0000010
1853	51	46584178	0.0000011
1854	50	46584178	0.0000011
1855	64	46584178	0.0000014
1856	48	46584178	0.0000010
1857	53	46584178	0.0000011
1858	43	46584178	0.0000009
1859	50	46584178	0.0000011
1860	57	46584178	0.0000012
1861	46	46584178	0.0000010
1862	46	46584178	0.0000010
1863	40	46584178	0.0000009
1864	51	46584178	0.0000011
1865	58	46584178	0.0000012
1866	53	46584178	0.0000011
1867	59	46584178	0.0000013
1868	38	46584178	0.0000008
1869	35	46584178	0.0000008
1870	50	46584178	0.0000011
1871	53	46584178	0.0000011
