count,mask
37.9626,-genome-
11.0659,-bridge--genome-
8.8256,-bridge--gatc--genome-
5.357,-genome--egdirb-
3.5942,-genome--bridge--genome-
3.4167,-genome--gatc--egdirb-
3.1286,-genome--egdirb--genome-
3.0548,-genome--bridge--gatc--genome-
3.0262,-genome--bridge--gatc--egdirb--genome-
1.6602,-genome--gatc--egdirb--genome-
1.209,-genome--tnulb--genome-
1.1955,-genome--blunt--genome-
0.9821,-tnulb--genome-
0.7033,-bridge--gatc--egdirb--genome-
0.4493,-genome--bridge--gatc--egdirb-
0.3064,-bridge--gatc--genome--bridge--genome-
0.2964,-bridge--genome--bridge--genome-
0.2817,-bridge--gatc--genome--egdirb--genome-
0.2587,-bridge--genome--egdirb--genome-
0.2239,-bridge--genome--blunt--genome-
0.2177,-bridge--genome--tnulb--genome-
0.2144,-bridge--gatc--genome--tnulb--genome-
0.2018,-genome--blunt-
0.1848,-bridge--gatc--genome--blunt--genome-
0.1491,-tnulb--bridge--genome-
0.1483,-genome--bridge--gatc--tnulb--genome-
0.148,-tnulb--genome--egdirb-
0.1333,-genome--blunt--genome--egdirb--genome-
0.1297,-genome--egdirb--genome--egdirb-
0.1295,-genome--bridge--genome--tnulb--genome-
0.1283,-bridge--genome--blunt-
0.1252,-bridge--gatc--tnulb--genome-
0.1209,-genome--egdirb--[1]--
0.1199,-blunt--genome-
0.119,-genome--egdirb--[2]--
0.1131,-genome--bridge--genome--egdirb-
0.1119,-genome--egdirb--genome--gatc--egdirb-
0.1108,-tnulb--bridge--gatc--genome-
0.11,-genome--tnulb--genome--egdirb-
0.1078,-bridge--gatc--genome--blunt-
0.1034,-genome--bridge--genome--gatc--egdirb-
0.0963,-tnulb--genome--bridge--genome-
0.0956,-genome--blunt--genome--egdirb-
0.0915,-tnulb--genome--gatc--egdirb-
0.0911,-tnulb--genome--bridge--gatc--egdirb--genome-
0.0835,-tnulb--genome--bridge--gatc--genome-
0.0804,-genome--gatc--egdirb--[1]--
0.0781,-genome--egdirb--blunt-
0.0772,-genome--tnulb-
0.0748,-genome--blunt--genome--gatc--egdirb-
0.0737,-genome--gatc--egdirb--[2]--
0.0731,-tnulb--genome--egdirb--genome-
0.0678,-bridge--genome--egdirb-
0.0675,-genome--blunt--genome--bridge--genome-
0.065,-genome--bridge--gatc--[6]--
0.0648,-genome--bridge--genome--bridge--genome-
