count,mask
49.1877,-genome-
7.3833,-genome--bridge--gatc--egdirb--genome-
4.8193,-bridge--genome-
4.2111,-bridge--gatc--genome-
3.1134,-genome--bridge--genome-
2.8401,-genome--egdirb--genome-
2.3442,-genome--egdirb-
1.7494,-bridge--gatc--egdirb--genome-
1.4311,-genome--blunt--genome-
1.3516,-genome--tnulb--genome-
1.2634,-genome--gatc--egdirb-
1.019,-genome--bridge--gatc--genome-
0.7644,-genome--gatc--egdirb--genome-
0.6655,-tnulb--genome-
0.6317,-genome--bridge--gatc--egdirb-
0.3639,-genome--blunt--genome--egdirb--genome-
0.2829,-genome--bridge--genome--tnulb--genome-
0.2578,-bridge--gatc--genome--egdirb--genome-
0.2445,-bridge--gatc--genome--bridge--genome-
0.2026,-bridge--gatc--tnulb--genome-
0.1947,-bridge--genome--egdirb--genome-
0.1902,-genome--bridge--gatc--[6]--
0.1838,-genome--bridge--[3]--
0.1819,-bridge--genome--bridge--genome-
0.1811,-genome--bridge--[2]--
0.1757,-genome--bridge--gatc--[5]--
0.1733,-genome--bridge--gatc--[3]--
0.1607,--[6]--gatc--egdirb--genome-
0.1561,-genome--bridge--[1]--
0.1553,-genome--bridge--gatc--[4]--
0.1498,-genome--bridge-
0.148,-genome--bridge--genome--bridge--gatc--egdirb--genome-
0.1437,-genome--bridge--gatc--[2]--
0.1429,-genome--bridge--gatc--egdirb--[1]--
0.1359,-tnulb--bridge--gatc--egdirb--genome-
0.1353,-genome--bridge--gatc--[1]--
0.1305,-genome--bridge--gatc-
0.1303,-genome--bridge--gatc--egdirb--genome--egdirb--genome-
0.1298,-bridge--genome--blunt--genome-
0.1292,-genome--egdirb--genome--bridge--gatc--egdirb--genome-
0.1286,-genome--bridge--[4]--egdirb--genome-
0.1264,-genome--bridge--gatc--egdirb--[2]--
0.1207,-bridge--genome--tnulb--genome-
0.1165,-genome--tnulb--genome--bridge--gatc--egdirb--genome-
0.1158,-genome--bridge--gatc--egdirb--[4]--
0.1152,-genome--blunt-
0.1143,-genome--bridge--gatc--egdirb--[5]--
0.111,-genome--bridge--gatc--egdirb--genome--blunt--genome-
0.1109,-genome--bridge--gatc--egdirb--[6]--
0.1102,-genome--bridge--gatc--egdirb--[3]--
0.1086,-genome--bridge--gatc--egdirb--genome--bridge--genome-
0.1083,--[5]--gatc--egdirb--genome-
0.1058,--[3]--gatc--egdirb--genome-
0.1039,-tnulb--bridge--gatc--genome-
0.103,-bridge--gatc--egdirb--genome--egdirb--genome-
0.1017,-bridge--gatc--genome--tnulb--genome-
0.1017,-genome--bridge--gatc--egdirb--[7]--
0.0976,-genome--bridge--gatc--egdirb--[8]--
0.0907,-genome--blunt--genome--bridge--genome-
0.0902,-genome--bridge--gatc--egdirb--[9]--
0.0894,-bridge--gatc--genome--blunt--genome-
0.0884,-genome--bridge--gatc--egdirb--[10]--
0.086,-genome--bridge--gatc--egdirb--[11]--
0.0845,-genome--bridge--genome--egdirb-
0.08,-genome--egdirb--genome--egdirb-
0.0763,-tnulb--bridge--genome-
0.0758,--[4]--gatc--egdirb--genome-
0.0742,-bridge--gatc--egdirb--genome--bridge--genome-
0.0732,--[2]--egdirb--genome-
0.0725,-genome--egdirb--[1]--
0.0718,-genome--egdirb--[2]--
0.0712,-genome--egdirb--genome--tnulb--genome-
0.0711,--[1]--bridge--gatc--egdirb--genome-
0.0688,--[6]--bridge--gatc--egdirb--genome-
0.0682,-genome--blunt--genome--bridge--gatc--egdirb--genome-
0.0676,--[5]--egdirb--genome-
0.0661,--[7]--egdirb--genome-
0.066,-tnulb--genome--bridge--gatc--egdirb--genome-
0.0644,-genome--bridge--genome--gatc--egdirb-
0.0605,--[2]--gatc--egdirb--genome-
0.0604,-genome--egdirb--genome--gatc--egdirb-
0.0597,-egdirb--genome-
0.059,-blunt--genome-
0.0578,-genome--bridge--[4]--
0.0572,--[6]--bridge--genome-
0.0564,--[3]--bridge--gatc--egdirb--genome-
0.0564,--[2]--bridge--gatc--egdirb--genome-
0.0543,--[3]--egdirb--genome-
0.0525,--[9]--bridge--gatc--egdirb--genome-
0.0518,-genome--blunt--genome--egdirb-
0.0513,--[5]--bridge--gatc--egdirb--genome-
0.0504,--[7]--bridge--gatc--egdirb--genome-
0.0504,-bridge--gatc--egdirb--genome--blunt--genome-
0.0502,--[1]--gatc--egdirb--genome-
0.0493,-genome--gatc--egdirb--[1]--
0.0487,-genome--bridge--gatc--egdirb--genome--tnulb--genome-
0.047,-genome--tnulb--genome--egdirb-
0.0466,-genome--bridge--genome--bridge--genome-
0.0465,--[4]--bridge--gatc--egdirb--genome-
0.0463,-gatc--egdirb--genome-
0.0454,-tnulb--genome--egdirb--genome-
0.0451,--[10]--bridge--gatc--egdirb--genome-
0.0448,-genome--bridge--gatc--[7]--
0.0438,--[8]--bridge--gatc--egdirb--genome-
0.0431,--[10]--tnulb--genome-
