count,mask
0.029,--[10]--tnulb--genome-
0.028,-genome--bridge--gatc--egdirb--[9]--
0.028,-genome--bridge--gatc--egdirb--[6]--
0.028,-genome--egdirb--[11]--
0.028,--[4]--bridge--genome-
0.027,-genome--tnulb--genome--gatc--egdirb--genome-
0.027,-genome--bridge--[11]--
0.027,-genome--bridge--gatc--egdirb--[3]--
0.027,-genome--gatc--egdirb--[8]--
0.026,--[1]--bridge--genome-
0.026,-genome--blunt--gac--tnulb--genome-
0.026,-genome--blunt--[5]--
0.026,--[7]--bridge--genome-
0.026,-genome--gatc--egdirb--genome--tnulb--genome-
0.026,--[1]--tnulb--genome-
0.026,-genome--gatc--egdirb--genome--egdirb--genome-
0.026,--[5]--bridge--genome-
0.025,-genome--gatc--egdirb--[11]--
0.025,-genome--gatc--egdirb--[3]--
0.025,--[8]--bridge--genome-
0.025,-genome--bridge--gatc--[6]--egdirb--genome-
0.025,-bridge--gatc--genome--bridge--genome--tnulb--genome-
0.025,-genome--blunt--gatc--egdirb--genome-
0.024,--[2]--egdirb--genome-
0.024,-genome--gatc--egdirb--[7]--
0.024,-genome--gatc--egdirb--[5]--
0.024,-genome--bridge--gatc--[10]--
0.024,-genome--tnulb--genome--blunt--genome-
0.024,-genome--bridge--gatc--egdirb--[7]--
0.024,--[6]--egdirb--genome-
0.024,-genome--blunt--genome--gatc--egdirb--genome-
0.023,-genome--blunt--[2]--
0.023,-genome--blunt-
0.023,-genome--blunt--[4]--egdirb--genome-
0.023,-bridge--genome--blunt--genome--egdirb--genome-
0.023,--[9]--bridge--genome-
0.023,-genome--bridge--gatc--[9]--
0.022,-genome--blunt--[10]--
0.022,-genome--gatc--egdirb--[4]--
0.022,-genome--bridge--gatc--egdirb--[2]--
0.021,-blunt--gac--genome-
0.021,-genome--bridge--[7]--
0.021,-genome--egdirb--genome--blunt--genome-
0.02,-genome--tnulb--bridge--genome-
0.02,-genome--blunt--[1]--
0.02,-genome--blunt--[1]--bridge--genome-
0.02,-bridge--[4]--egdirb--genome-
0.02,-genome--gatc--egdirb--genome--bridge--genome-
0.019,-genome--bridge--gatc--egdirb--[11]--
0.019,--[9]--egdirb--genome-
0.019,--[11]--bridge--gatc--egdirb--genome-
0.019,--[1]--egdirb--genome-
0.019,--[4]--egdirb--genome-
0.019,--[9]--tnulb--genome-
0.018,-genome--bridge--gatc--egdirb--[4]--
0.018,-genome--blunt--genome--blunt--genome-
0.018,-genome--gatc--egdirb--genome--blunt--genome-
0.018,--[3]--gatc--egdirb--genome-
0.018,-genome--bridge--gatc--egdirb--[5]--
0.018,--[9]--bridge--gatc--genome-
0.017,--[11]--egdirb--genome-
0.017,-tnulb--bridge--gatc--egdirb--genome-
0.017,-genome--blunt--[1]--bridge--gatc--genome-
0.017,--[10]--bridge--genome-
0.017,-genome--bridge--gatc--[8]--
0.017,-genome--gatc--egdirb--[9]--
0.017,--[10]--bridge--gatc--genome-
0.016,-genome--bridge--gatc--[7]--
0.016,-genome--tnulb--[9]--
0.016,--[2]--blunt--genome-
0.016,-genome--tnulb--bridge--gatc--genome-
0.016,-genome--bridge--[3]--egdirb--genome-
0.016,-genome--gatc--egdirb--[1]--tnulb--genome-
0.016,--[2]--bridge--genome-
0.016,--[5]--bridge--gatc--genome-
0.015,--[5]--tnulb--genome-
0.015,--[11]--bridge--genome-
0.015,-genome--tnulb--[2]--
0.015,--[3]--bridge--genome-
0.015,--[3]--tnulb--genome-
0.015,-genome--bridge--[6]--gatc--egdirb--genome-
0.015,-genome--blunt--[11]--
0.015,--[10]--egdirb--genome-
0.014,-genome--egdirb--[1]--tnulb--genome-
0.014,--[10]--bridge--gatc--egdirb--genome-
0.014,-bridge--gatc--genome--blunt--genome--egdirb--genome-
0.014,--[8]--tnulb--genome-
0.014,--[7]--egdirb--genome-
0.014,-genome--blunt--[3]--
0.014,-genome--tnulb--[6]--
0.014,-genome--blunt--[9]--
0.014,--[8]--egdirb--genome-
0.014,-bridge--gatc--genome--blunt--genome--bridge--genome-
0.013,-genome--illumina--genome-
0.013,--[3]--bridge--gatc--genome-
0.013,-genome--blunt--[4]--
0.013,--[6]--tnulb--genome-
0.013,-genome--blunt--[8]--
0.012,-bridge--genome--blunt--genome--bridge--genome-
0.012,--[11]--tnulb--genome-
0.012,-genome--blunt--genome--tnulb--genome-
0.012,-genome--egdirb--[10]--bridge--gatc--genome-
0.012,--[3]--egdirb--genome-
0.011,-bridge--gatc--genome--egdirb--genome--tnulb--genome-
0.011,-genome--blunt--genome--gatc--egdirb--[2]--
0.011,-genome--bridge--gatc--[5]--bridge--genome-
0.01,--[1]--blunt--genome--egdirb--genome-
0.01,--[2]--tnulb--genome-
0.01,-genome--gatc--egdirb--blunt--genome-
0.01,-genome--blunt--[6]--
0.01,-genome--egdirb--[10]--bridge--genome-
0.01,-genome--tnulb--[10]--
