count,mask
55.819,-genome-
11.095,-bridge--gatc--genome-
5.095,-genome--bridge--gatc--genome-
3.331,-genome--bridge--genome-
3.161,-genome--egdirb--genome-
2.803,-genome--gatc--egdirb--genome-
2.351,-bridge--genome-
1.77,-genome--blunt--genome-
1.692,-genome--tnulb--genome-
1.107,-genome--bridge--gatc--egdirb--genome-
0.577,-tnulb--genome-
0.473,-bridge--gatc--genome--bridge--genome-
0.334,-bridge--gatc--genome--egdirb--genome-
0.265,-bridge--gatc--genome--tnulb--genome-
0.236,-bridge--gatc--genome--blunt--genome-
0.226,-genome--blunt--genome--egdirb--genome-
0.202,-bridge--gatc--egdirb--genome-
0.19,-genome--bridge--genome--tnulb--genome-
0.151,-genome--gatc--egdirb-
0.15,-genome--bridge--gatc--tnulb--genome-
0.145,-bridge--gatc--[6]--egdirb--genome-
0.14,-genome--gatc--egdirb--[2]--
0.136,-genome--gatc--egdirb--[1]--
0.112,-bridge--genome--bridge--genome-
0.102,-genome--egdirb--genome--tnulb--genome-
0.087,-tnulb--bridge--gatc--genome-
0.086,-genome--bridge--gatc--genome--bridge--genome-
0.084,-genome--egdirb--[2]--
0.079,-genome--bridge--gatc--genome--egdirb--genome-
0.078,-genome--blunt--genome--bridge--genome-
0.073,-bridge--genome--egdirb--genome-
0.071,-bridge--genome--blunt--genome-
0.071,-genome--bridge--genome--bridge--gatc--genome-
0.07,-genome--bridge--[2]--
0.07,-egdirb--genome-
0.067,-genome--bridge-
0.065,-genome--bridge--genome--gatc--egdirb--genome-
0.064,-genome--egdirb--genome--egdirb--genome-
0.064,-genome--bridge--[1]--
0.063,-genome--egdirb--genome--bridge--gatc--genome-
0.061,-genome--bridge--[3]--
0.058,-genome--blunt--gac--genome-
0.058,-genome--egdirb--[1]--
0.058,-genome--egdirb-
0.057,-genome--bridge--gatc--genome--tnulb--genome-
0.055,-bridge--genome--tnulb--genome-
0.051,-genome--blunt--genome--gatc--egdirb--genome-
0.049,-blunt--genome-
0.049,-genome--egdirb--genome--bridge--genome-
0.049,-genome--bridge--gatc--[6]--egdirb--genome-
0.048,-genome--egdirb--genome--gatc--egdirb--genome-
0.048,-genome--bridge--genome--bridge--genome-
0.048,-genome--bridge--gatc--genome--blunt--genome-
0.045,-genome--bridge--gatc--[4]--
0.045,-genome--bridge--gatc--[3]--
0.044,-tnulb--genome--bridge--gatc--genome-
0.043,-genome--gatc--egdirb--[8]--
0.043,-genome--tnulb--genome--gatc--egdirb--genome-
0.042,-genome--blunt--genome--bridge--gatc--genome-
0.042,-genome--gatc--egdirb--genome--egdirb--genome-
0.042,-bridge--gatc--[6]--egdirb--genome--tnulb--genome-
0.041,-genome--bridge--[4]--egdirb--genome-
0.041,-genome--bridge--gatc--[10]--
0.04,-genome--tnulb--genome--bridge--gatc--genome-
0.039,-genome--gatc--egdirb--[7]--
0.039,-genome--bridge--gatc--[5]--
0.038,--[6]--bridge--genome-
0.036,-genome--gatc--egdirb--[3]--
0.035,-genome--bridge--genome--blunt--genome-
0.035,-genome--gatc--egdirb--[9]--
0.034,-genome--gatc--egdirb--[4]--
0.034,-genome--bridge--[6]--gatc--egdirb--genome-
0.034,-genome--bridge--gatc--[8]--
0.033,-genome--gtc--tnulb--genome-
0.033,-genome--bridge--[10]--
0.033,-genome--bridge--gatc--[2]--
0.033,-genome--bridge--gatc--[6]--
0.033,-genome--bridge--genome--egdirb--genome-
0.033,-genome--bridge--[5]--
0.032,-genome--gatc--egdirb--[5]--
0.032,-bridge--gatc--tnulb--genome-
0.032,-genome--bridge--[4]--
0.032,-genome--bridge--gatc--[9]--
0.031,-genome--bridge--gatc--[1]--
0.031,-genome--gatc--egdirb--[6]--
0.031,-genome--bridge--[9]--
0.031,-genome--egdirb--[9]--
0.031,--[6]--bridge--gatc--genome-
0.03,-genome--bridge--[8]--
0.03,--[2]--egdirb--genome-
0.03,--[5]--egdirb--genome-
0.03,-tnulb--genome--bridge--genome-
0.03,-genome--gatc--egdirb--[10]--
0.03,-bridge--gatc--genome--blunt--genome--egdirb--genome-
0.029,-genome--egdirb--genome--blunt--genome-
0.029,-tnulb--genome--gatc--egdirb--genome-
0.027,--[6]--egdirb--genome-
0.027,-tnulb--genome--egdirb--genome-
0.027,-genome--blunt-
0.026,--[11]--egdirb--genome-
0.026,-genome--tnulb--genome--bridge--genome-
0.026,-genome--bridge--[11]--
0.026,-genome--bridge--gatc--[11]--
0.026,--[6]--gatc--egdirb--genome-
0.026,-genome--bridge--gatc-
0.026,-genome--tnulb--genome--blunt--genome-
0.025,-bridge--gatc--genome--bridge--genome--tnulb--genome-
0.025,--[11]--bridge--gatc--genome-
0.024,--[9]--bridge--gatc--genome-
0.024,--[1]--tnulb--genome-
0.024,-genome--egdirb--[6]--
0.024,-genome--gatc--egdirb--genome--blunt--genome-
0.024,-genome--egdirb--genome--bridge--gatc--egdirb--genome-
0.024,--[9]--bridge--genome-
0.024,--[1]--bridge--genome-
0.024,-genome--egdirb--[4]--
0.023,--[10]--egdirb--genome-
0.023,-genome--blunt--[6]--
0.023,-genome--egdirb--[7]--
0.023,-genome--illumina--genome-
0.023,--[11]--tnulb--genome-
0.023,-genome--egdirb--[3]--
0.022,--[8]--bridge--gatc--genome-
0.022,-blunt--gac--genome-
0.022,-tnulb--genome--tnulb--genome-
0.022,-genome--bridge--[7]--
0.022,-genome--gatc--egdirb--genome--bridge--genome-
0.022,-genome--tnulb--genome--egdirb--genome-
0.021,-genome--gatc--egdirb--genome--tnulb--genome-
0.021,-genome--egdirb--[8]--
0.021,--[4]--egdirb--genome-
0.021,-genome--blunt--genome--blunt--genome-
0.021,-genome--egdirb--[10]--
0.021,--[1]--egdirb--genome-
0.021,-genome--gatc--egdirb--[11]--
0.02,-genome--blunt--[10]--
0.02,-genome--blunt--genome--tnulb--genome-
0.02,--[4]--bridge--genome-
0.02,-genome--bridge--gatc--[7]--
0.019,-tnulb--bridge--genome-
0.019,-genome--egdirb--[10]--bridge--gatc--genome-
0.019,-genome--bridge--[6]--
0.019,-genome--egdirb--[5]--
0.019,--[5]--tnulb--genome-
0.019,-genome--tnulb--genome--bridge--gatc--egdirb--genome-
0.019,-genome--egdirb--[10]--bridge--genome-
0.019,--[11]--bridge--genome-
0.019,-genome--blunt--[4]--
0.018,-genome--egdirb--[11]--
0.018,-tnulb--genome--blunt--genome-
0.018,-bridge--gatc--[2]--tnulb--genome-
0.018,--[7]--bridge--gatc--genome-
0.018,--[10]--tnulb--genome-
0.017,-genome--tnulb--[3]--
0.017,-genome--bridge--genome--bridge--gatc--egdirb--genome-
0.017,--[9]--egdirb--genome-
0.017,-bridge--gatc--genome--egdirb--genome--tnulb--genome-
0.017,-genome--bridge--[3]--egdirb--genome-
0.017,-genome--tnulb--[5]--
0.017,-genome--tnulb--[9]--
0.016,--[8]--egdirb--genome-
0.016,--[3]--bridge--gatc--genome-
0.016,--[5]--bridge--genome-
0.016,-genome--gatc--egdirb--[10]--bridge--genome-
0.016,--[4]--bridge--gatc--genome-
0.016,--[10]--blunt--genome-
0.016,--[10]--bridge--gatc--genome-
0.016,-genome--tnulb--genome--tnulb--genome-
0.016,-bridge--gatc--genome--bridge--gatc--genome-
0.016,-genome--bridge--gatc--egdirb--[2]--
0.016,--[8]--bridge--genome-
0.016,--[5]--bridge--gatc--genome-
0.015,-genome--blunt--[11]--
0.015,-genome--tnulb--[10]--
0.015,--[3]--bridge--genome-
0.015,-genome--blunt--genome--bridge--gatc--egdirb--genome-
0.015,-genome--blunt--gatc--egdirb--genome-
0.015,--[2]--blunt--genome-
0.014,-genome--blunt--[7]--
0.014,-genome--bridge--gatc--egdirb--genome--bridge--genome-
0.014,-genome--gatc--egdirb--[1]--tnulb--genome-
0.014,-bridge--gatc--genome--blunt--genome--bridge--genome-
0.014,-genome--tnulb--bridge--gatc--genome-
0.014,-genome--blunt--[5]--
0.013,-genome--tnulb--[7]--
0.013,-genome--bridge--[10]--egdirb--genome-
0.013,-genome--tnulb--[11]--
0.013,--[1]--bridge--gatc--genome-
0.013,-genome--blunt--[1]--
0.013,-genome--tnulb--[1]--
0.013,--[3]--egdirb--genome-
0.013,-genome--bridge--gatc--egdirb--[3]--
0.013,--[7]--bridge--genome-
0.013,--[7]--tnulb--genome-
0.012,-bridge--gatc--egdirb--genome--egdirb--genome-
0.012,-genome--blunt--[3]--
0.012,--[7]--blunt--genome-
0.012,--[10]--bridge--genome-
0.012,-genome--bridge--gatc--egdirb--[1]--
0.012,-bridge--[10]--egdirb--genome-
0.012,--[3]--tnulb--genome-
0.012,-genome--bridge--gatc--egdirb--genome--egdirb--genome-
0.011,--[11]--blunt--genome-
0.011,-genome--tnulb-
0.011,-genome--egdirb--genome--gatc--egdirb--[1]--
0.011,-genome--blunt--[8]--
0.011,-genome--bridge--gatc--egdirb--genome--tnulb--genome-
0.011,--[6]--tnulb--genome-
0.011,-genome--egdirb--genome--gatc--egdirb-
0.011,--[6]--blunt--genome-
0.011,-genome--bridge--gatc--[2]--tnulb--genome-
0.011,-genome--bridge--gatc--egdirb-
0.011,--[9]--tnulb--genome-
0.01,-genome--bridge--gatc--[5]--bridge--genome-
0.01,-genome--tnulb--[4]--
0.01,-genome--bridge--gatc--egdirb--[10]--
0.01,--[2]--bridge--gatc--genome-
