count,mask
88.371,-genome-
1.835,-genome--egdirb--genome-
1.687,-genome--bridge--genome-
1.287,-genome--blunt--genome-
1.182,-genome--tnulb--genome-
0.814,-genome--bridge--gatc--egdirb--genome-
0.699,-bridge--gatc--genome-
0.341,-bridge--genome-
0.245,-genome--blunt--genome--egdirb--genome-
0.159,-genome--bridge--genome--tnulb--genome-
0.147,-genome--gatc--egdirb--genome-
0.139,-genome--bridge--gatc--genome-
0.11,-bridge--gatc--egdirb--genome-
0.082,-genome--blunt--genome--bridge--genome-
0.049,-genome--egdirb--genome--tnulb--genome-
0.045,-tnulb--genome-
0.043,-genome--bridge--[1]--
0.027,-bridge--gatc--genome--egdirb--genome-
0.027,-genome--egdirb--genome--egdirb--genome-
0.027,-genome--bridge-
0.026,-genome--egdirb--[3]--
0.025,-genome--egdirb--[11]--
0.023,-genome--tnulb--[3]--
0.023,-genome--blunt--[1]--
0.023,--[9]--egdirb--genome-
0.022,-bridge--gatc--genome--bridge--genome-
0.022,--[2]--egdirb--genome-
0.022,-genome--bridge--[9]--
0.022,-genome--bridge--[2]--
0.022,-genome--bridge--[3]--
0.021,--[7]--egdirb--genome-
0.02,-genome--bridge--genome--bridge--genome-
0.02,-genome--bridge--[4]--
0.02,-genome--bridge--[4]--egdirb--genome-
0.02,-genome--egdirb-
0.02,--[5]--egdirb--genome-
0.019,-bridge--gatc--tnulb--genome-
0.019,-genome--bridge--genome--bridge--gatc--egdirb--genome-
0.018,-genome--bridge--gatc--[4]--
0.018,-genome--egdirb--[2]--
0.018,--[10]--blunt--genome-
0.018,--[3]--egdirb--genome-
0.017,--[9]--tnulb--genome-
0.017,--[7]--bridge--genome-
0.017,--[11]--blunt--genome-
0.017,-genome--egdirb--[1]--
0.017,--[6]--gatc--egdirb--genome-
0.017,--[11]--egdirb--genome-
0.017,-genome--egdirb--[9]--
0.016,--[7]--tnulb--genome-
0.016,-genome--egdirb--[7]--
0.016,-genome--bridge--[6]--
0.016,--[9]--bridge--genome-
0.015,--[8]--tnulb--genome-
0.015,-bridge--gatc--genome--tnulb--genome-
0.015,-genome--blunt--[5]--
0.015,-genome--tnulb--genome--egdirb--genome-
0.015,-bridge--gatc--genome--blunt--genome-
0.014,--[5]--gatc--egdirb--genome-
0.014,-bridge--genome--bridge--genome-
0.014,-genome--bridge--[5]--
0.014,--[6]--egdirb--genome-
0.014,-genome--tnulb--[10]--
0.014,--[10]--bridge--genome-
0.014,--[2]--bridge--genome-
0.014,-genome--blunt--[8]--
0.014,-bridge--genome--egdirb--genome-
0.014,-genome--blunt--[2]--
0.013,--[4]--gatc--egdirb--genome-
0.013,--[11]--bridge--genome-
0.013,-genome--bridge--gatc--egdirb--[4]--
0.013,-genome--tnulb-
0.013,--[1]--tnulb--genome-
0.013,-genome--bridge--gatc--egdirb-
0.013,-genome--bridge--gatc--egdirb--[5]--
0.013,--[1]--egdirb--genome-
0.013,-genome--egdirb--[4]--
0.013,--[7]--gatc--egdirb--genome-
0.013,-genome--bridge--gatc--[1]--
0.013,--[5]--bridge--genome-
0.013,--[10]--egdirb--genome-
0.013,-genome--blunt-
0.012,-genome--blunt--[9]--
0.012,-genome--bridge--[11]--
0.012,-genome--egdirb--genome--bridge--genome-
0.012,-genome--blunt--[6]--
0.012,-genome--bridge--[10]--
0.012,-genome--egdirb--[10]--
0.012,-genome--tnulb--[4]--
0.012,--[2]--tnulb--genome-
0.012,--[6]--tnulb--genome-
0.012,-genome--blunt--[7]--
0.012,--[3]--bridge--gatc--egdirb--genome-
0.011,-genome--egdirb--[5]--
0.011,-bridge--genome--tnulb--genome-
0.011,--[6]--bridge--gatc--egdirb--genome-
0.011,-genome--egdirb--genome--bridge--gatc--egdirb--genome-
0.011,-tnulb--bridge--gatc--genome-
0.011,-genome--bridge--gatc--egdirb--[10]--
0.011,-genome--bridge--[7]--
0.011,-genome--bridge--gatc--[5]--
0.011,-bridge--genome--blunt--genome-
0.011,-genome--tnulb--genome--bridge--genome-
0.011,--[9]--blunt--genome-
0.011,--[6]--bridge--genome-
0.011,-genome--blunt--[11]--
0.01,--[9]--bridge--gatc--egdirb--genome-
0.01,-genome--tnulb--genome--bridge--gatc--egdirb--genome-
0.01,-genome--bridge--genome--blunt--genome-
0.01,-genome--tnulb--[2]--
0.01,--[4]--tnulb--genome-
0.01,-genome--tnulb--[6]--
0.01,-genome--blunt--genome--bridge--gatc--egdirb--genome-
0.01,-genome--bridge--gatc--egdirb--genome--bridge--genome-
