count,mask
54.069,-genome-
7.538,-genome--bridge--gatc--egdirb--genome-
3.69,-bridge--genome-
3.613,-bridge--gatc--genome-
3.398,-genome--bridge--genome-
3.245,-genome--egdirb--genome-
1.714,-bridge--gatc--egdirb--genome-
1.571,-genome--blunt--genome-
1.507,-genome--tnulb--genome-
1.068,-genome--bridge--gatc--genome-
0.938,-genome--gatc--egdirb--genome-
0.748,-tnulb--genome-
0.407,-genome--blunt--genome--egdirb--genome-
0.307,-genome--bridge--genome--tnulb--genome-
0.252,-bridge--gatc--genome--egdirb--genome-
0.233,-bridge--gatc--genome--bridge--genome-
0.214,-genome--bridge--[2]--
0.212,-genome--bridge--[3]--
0.194,-genome--bridge--[1]--
0.189,-genome--bridge--gatc--[5]--
0.187,-genome--bridge--[4]--egdirb--genome-
0.181,-genome--bridge-
0.175,-bridge--gatc--tnulb--genome-
0.17,-genome--bridge--gatc--[3]--
0.168,-bridge--genome--egdirb--genome-
0.166,-bridge--genome--bridge--genome-
0.165,-genome--bridge--gatc--[4]--
0.164,-genome--egdirb--genome--bridge--gatc--egdirb--genome-
0.161,-genome--bridge--genome--bridge--gatc--egdirb--genome-
0.159,-genome--bridge--gatc--[6]--
0.159,-genome--bridge--gatc--[2]--
0.158,-genome--bridge--gatc--egdirb--genome--blunt--genome-
0.155,--[6]--gatc--egdirb--genome-
0.149,-genome--bridge--gatc--[1]--
0.149,-genome--tnulb--genome--bridge--gatc--egdirb--genome-
0.148,-genome--bridge--gatc--egdirb-
0.148,-genome--bridge--gatc-
0.146,-genome--bridge--gatc--egdirb--[2]--
0.145,-tnulb--bridge--gatc--egdirb--genome-
0.142,-genome--bridge--gatc--egdirb--genome--egdirb--genome-
0.138,-genome--bridge--gatc--egdirb--[1]--
0.123,-genome--bridge--gatc--egdirb--[3]--
0.12,-genome--bridge--gatc--egdirb--[5]--
0.119,-genome--bridge--gatc--egdirb--[6]--
0.116,-genome--bridge--gatc--egdirb--[4]--
0.115,-genome--bridge--gatc--egdirb--[7]--
0.113,-genome--bridge--gatc--egdirb--[8]--
0.11,-genome--bridge--gatc--egdirb--genome--bridge--genome-
0.108,-genome--bridge--gatc--egdirb--[10]--
0.107,-bridge--gatc--egdirb--genome--egdirb--genome-
0.107,-tnulb--bridge--gatc--genome-
0.106,-bridge--genome--blunt--genome-
0.105,-bridge--genome--tnulb--genome-
0.102,-genome--bridge--gatc--egdirb--[11]--
0.099,-genome--egdirb-
0.098,--[3]--gatc--egdirb--genome-
0.097,-genome--blunt--genome--bridge--genome-
0.096,-genome--egdirb--[1]--
0.088,-genome--bridge--gatc--egdirb--[9]--
0.087,--[5]--gatc--egdirb--genome-
0.084,-bridge--gatc--genome--blunt--genome-
0.084,--[2]--egdirb--genome-
0.083,-genome--egdirb--genome--tnulb--genome-
0.081,-genome--egdirb--[2]--
0.08,-bridge--gatc--genome--tnulb--genome-
0.079,--[5]--egdirb--genome-
0.075,-tnulb--bridge--genome-
0.071,-genome--blunt--genome--bridge--gatc--egdirb--genome-
0.069,-tnulb--genome--bridge--gatc--egdirb--genome-
0.068,-bridge--gatc--egdirb--genome--bridge--genome-
0.064,--[7]--egdirb--genome-
0.062,-blunt--genome-
0.059,--[1]--bridge--gatc--egdirb--genome-
0.059,-genome--gatc--egdirb--[1]--
0.059,-genome--gatc--egdirb--[2]--
0.055,-genome--bridge--[4]--
0.054,-egdirb--genome-
0.054,-tnulb--genome--egdirb--genome-
0.054,-bridge--gatc--egdirb--genome--blunt--genome-
0.054,--[6]--bridge--genome-
0.053,-genome--bridge--genome--bridge--genome-
0.053,--[2]--gatc--egdirb--genome-
0.053,--[4]--gatc--egdirb--genome-
0.052,--[3]--egdirb--genome-
0.052,-genome--gatc--egdirb-
0.052,-bridge--[4]--egdirb--genome-
0.051,--[6]--bridge--gatc--egdirb--genome-
0.049,--[8]--bridge--gatc--egdirb--genome-
0.049,--[10]--blunt--genome-
0.048,-genome--bridge--[5]--
0.048,--[9]--bridge--gatc--egdirb--genome-
0.048,--[2]--bridge--gatc--egdirb--genome-
0.047,--[2]--bridge--genome-
0.047,--[5]--bridge--gatc--egdirb--genome-
0.046,--[7]--gatc--egdirb--genome-
0.046,-tnulb--genome--bridge--genome-
0.046,--[11]--blunt--genome-
0.045,-genome--bridge--[8]--
0.044,-genome--egdirb--[11]--
0.044,--[1]--gatc--egdirb--genome-
0.043,-genome--egdirb--genome--egdirb--genome-
0.04,--[3]--bridge--gatc--egdirb--genome-
0.04,-genome--bridge--gatc--tnulb--genome-
0.039,-genome--bridge--[10]--
0.039,-genome--bridge--genome--egdirb--genome-
0.039,-genome--bridge--gatc--egdirb--genome--tnulb--genome-
0.038,-genome--bridge--[6]--
0.038,-gatc--egdirb--genome-
0.038,-genome--bridge--[11]--
0.037,--[4]--egdirb--genome-
0.037,--[10]--bridge--gatc--egdirb--genome-
0.037,--[7]--bridge--gatc--egdirb--genome-
0.036,--[4]--bridge--gatc--egdirb--genome-
0.035,-genome--bridge--[7]--
0.035,--[11]--bridge--gatc--egdirb--genome-
0.035,-genome--bridge--[9]--
0.034,--[9]--bridge--genome-
