count,mask
34.5119,-genome-
5.5432,-bridge--genome-
5.0142,-bridge--gatc--genome-
4.5164,-genome--illumina--genome-
2.6818,-genome--bridge--genome-
2.5194,-genome--bridge--gatc--egdirb--genome-
2.5018,-genome--bridge--gatc--genome-
2.4393,-genome--egdirb--illumina--genome-
2.2503,-genome--egdirb--genome-
2.2221,-bridge--gatc--genome--illumina--genome-
2.1675,-bridge--genome--illumina--genome-
2.0103,-genome--gatc--egdirb--illumina--genome-
1.4544,-genome--gatc--egdirb--genome-
1.2143,-genome--bridge--gatc--egdirb--genome--illumina--genome-
1.0835,-genome--bridge--gatc--genome--illumina--genome-
0.9549,-genome--blunt--genome-
0.9318,-genome--tnulb--genome-
0.7398,-tnulb--genome-
0.7165,-genome--gatc--egdirb--genome--illumina--genome-
0.6849,-genome--bridge--genome--illumina--genome-
0.6663,-genome--egdirb--genome--illumina--genome-
0.2655,-genome--bridge--gatc--egdirb--illumina--genome-
0.2505,-bridge--gatc--egdirb--genome-
0.1981,-bridge--gatc--genome--bridge--genome-
0.1899,-genome--blunt--genome--illumina--genome-
0.1878,-genome--tnulb--genome--illumina--genome-
0.1639,-bridge--gatc--genome--egdirb--genome-
0.1546,-bridge--genome--bridge--genome-
0.1501,-bridge--genome--egdirb--genome-
0.1463,-bridge--gatc--egdirb--genome--illumina--genome-
0.1363,-bridge--gatc--genome--tnulb--genome-
0.1351,-genome--illumina-
0.1327,-genome--illumina--[9]--
0.1314,-genome--illumina--[4]--
0.1269,-genome--illumina--[1]--
0.1259,-genome--illumina--[7]--
0.1252,-genome--illumina--[3]--
0.1248,-blunt--genome--illumina--genome-
0.1244,-genome--illumina--[2]--
0.1243,-genome--illumina--[8]--
0.1239,-genome--blunt--genome--egdirb--genome-
0.1229,-genome--illumina--[5]--
0.1224,-genome--illumina--[6]--
0.121,-bridge--genome--blunt--genome-
0.1191,-genome--illumina--[10]--
0.1176,-genome--bridge--genome--tnulb--genome-
0.117,-bridge--gatc--genome--blunt--genome-
0.1142,-genome--illumina--[11]--
0.1142,-genome--bridge--gatc--tnulb--genome-
0.1115,-tnulb--genome--illumina--genome-
0.1113,-bridge--genome--tnulb--genome-
0.1094,-genome--blunt--illumina--genome-
0.0995,-genome--tnulb--illumina--genome-
0.0993,-tnulb--bridge--genome-
0.0929,-tnulb--bridge--gatc--genome-
0.0924,-genome--egdirb--[4]--
0.0917,-tnulb--genome--bridge--gatc--egdirb--genome-
0.0887,-genome--egdirb--[9]--
0.0871,-genome--egdirb--[5]--
0.0868,-genome--egdirb--[2]--
0.0838,-genome--egdirb--[7]--
0.0838,-genome--egdirb--[8]--
0.0836,-genome--egdirb--[3]--
0.0823,-genome--egdirb-
0.0815,-genome--egdirb--[1]--
0.0809,-genome--egdirb--[6]--
0.0788,-blunt--genome-
0.0709,-genome--egdirb--genome--gatc--egdirb--illumina--genome-
0.0702,-bridge--gatc--genome--bridge--genome--illumina--genome-
0.067,-tnulb--genome--bridge--gatc--genome-
0.0666,-tnulb--genome--egdirb--illumina--genome-
0.0653,-genome--gatc--egdirb--[3]--
0.0652,-genome--gatc--egdirb--[8]--
0.0648,-bridge--gatc--genome--egdirb--genome--illumina--genome-
0.0644,-genome--gatc--egdirb--[6]--
0.0632,-genome--gatc--egdirb--[2]--
0.063,-genome--egdirb--illumina--[2]--
0.0625,-genome--egdirb--illumina--[5]--
0.0624,-genome--egdirb--genome--egdirb--illumina--genome-
0.0623,-genome--egdirb--illumina--[4]--
0.0622,-genome--egdirb--illumina--[8]--
0.0618,-genome--gatc--egdirb--[7]--
0.0617,-genome--bridge--genome--gatc--egdirb--illumina--genome-
0.0615,-genome--bridge--gatc--tnulb--illumina--genome-
0.0615,-genome--egdirb--illumina--[11]--
0.0614,-genome--egdirb--illumina--[6]--
0.0612,-genome--egdirb--illumina-
0.0607,-genome--egdirb--illumina--[1]--
0.06,-genome--gatc--egdirb--[9]--
0.0598,-genome--gatc--egdirb--[1]--
0.0597,-genome--gatc--egdirb--[4]--
0.0597,-genome--gatc--egdirb-
